fd_0,fd_1,fd_2,fd_3,fd_4,fd_5,fd_6,fd_7,fd_8,fd_9,fd_10,fd_11,fd_12,fd_13,fd_14,fd_15,fd_16,fd_17,fd_18,fd_19,fd_20,fd_21,fd_22,fd_23,fd_24,fd_25,fd_26,fd_27,fd_28,fd_29,fd_30,fd_31,fd_32,fd_33,fd_34,fd_35,fd_36,fd_37,fd_38,fd_39,fd_40,fd_41,fd_42,fd_43,fd_44,fd_45,fd_46,fd_47,fd_48,fd_49,fd_50,fd_51,fd_52,fd_53,fd_54,fd_55,fd_56,fd_57,fd_58,fd_59,fd_60,fd_61,fd_62,fd_63
1,0.265719,0.0333862,0.0177169,0.0067443,0.0157188,0.00931992,0.0244107,0.00571898,0.00617702,0.0176773,0.00900897,0.00515533,0.00935444,0.0064062,0.0200076,0.0160346,0.0103709,0.00832278,0.0225485,0.00799114,0.0246246,0.00469456,0.00740273,0.00407431,0.0149912,0.0104368,0.00604357,0.0158801,0.0118128,0.0212797,0.00944047,0.0104111,0.014334,0.0148149,0.0114211,0.0116444,0.013684,0.0143699,0.026974,0.013812,0.00816387,0.00598924,0.0215854,0.0239099,0.0102764,0.0225742,0.0224302,0.0224159,0.0139354,0.0103797,0.00396654,0.0171167,0.00998898,0.0207235,0.0180124,0.0284938,0.0155624,0.0107945,0.00997294,0.0223111,0.0120066,0,0.00448858
1,0.28462,0.00865016,0,0.00599748,0.00839589,0.00859555,0.00879464,0.0117621,0.0103945,0.0122868,0.00894701,0.0128485,0.00512768,0.0136061,0.00526524,0.0169805,0.00934386,0.0135928,0.00871418,0.0105369,0.013836,0.0059405,0.0145421,0.00698575,0.0147797,0.00929648,0.00965667,0.010943,0.0132984,0.00838856,0.011644,0.0133908,0.00886546,0.0148902,0.00943316,0.0132828,0.0111585,0.0113966,0.0114925,0.0131109,0.00547991,0.0137362,0.0109002,0.0135165,0.00991895,0.0106869,0.010037,0.0120893,0.00993612,0.0108263,0.00814927,0.0122843,0.00671662,0.0154075,0.011703,0.0125671,0.010396,0.0101512,0.0121316,0.0118835,0.016639,0.00540329,0.0102585
1,0.266752,0.0160414,0.00944806,0,0.000215143,0.0024759,0.00622899,0.0082678,0.0104759,0.0076811,0.00912436,0.00743622,0.00296026,0.00969047,0.0110108,0.00731713,0.00807114,0.00843614,0.00907987,0.00909475,0.0101124,0.0093109,0.0064634,0.00734956,0.0104867,0.0103874,0.00925319,0.00968839,0.0107918,0.0112964,0.0112817,0.00945634,0.00877829,0.00794798,0.0092318,0.0137707,0.0126534,0.00926999,0.00851859,0.00789356,0.00869543,0.0104383,0.011765,0.0117388,0.00888048,0.00831293,0.00852052,0.00899916,0.0113495,0.0116541,0.0101467,0.0105116,0.00929426,0.00729353,0.00999517,0.00897497,0.00299929,0.00654962,0.00939761,0.009976,0.0123237,0.00333162,0.00956158
1,0.252181,0.00310101,0.00272943,0.00733993,0.000716412,0.00193796,0,0.00379188,0.00230469,0.000844097,0.00562058,0.000884592,0.00239163,0.00310066,0.00263633,0.00528668,0.00151057,0.00226091,0.00392634,0.00480903,0.00339507,0.00257761,0.00328803,0.00410441,0.00491327,0.00488226,0.0038183,0.00299505,0.00293771,0.00419506,0.0049221,0.00309714,0.00327576,0.00381881,0.0053457,0.00354728,0.00264367,0.00478484,0.00373121,0.00508999,0.00378975,0.0030719,0.00575212,0.00264323,0.0018985,0.00603186,0.00225624,0.00521372,0.0054756,0.00253563,0.00623944,0.00258291,0.00293463,0.00660993,0.00304443,0.00379518,0.0042374,0.00285004,0.00525149,0.00265035,0.00233693,0.00438104,0.00484039
1,0.228003,0.0483397,0.0160202,0,0.00578536,0.00172556,0.00286438,0.00485333,0.00729432,0.00331089,0.00742606,0.00617842,0.00358014,0.00609026,0.00752276,0.00434506,0.00507617,0.00652069,0.00509168,0.00180129,0.00252127,0.00400981,0.00755327,0.00562901,0.00327806,0.00062973,0.00564654,0.00330244,0.0050562,0.00545074,0.00859606,0.00137892,0.00436415,0.00417456,0.00638766,0.00224643,0.00556898,0.00373526,0.00632883,0.00483322,0.00390297,0.00309734,0.00611195,0.00441658,0.00423015,0.00626348,0.0061605,0.00257312,0.00392212,0.00656309,0.00456254,0.0037274,0.0076833,0.00554818,0.00159583,0.00247457,0.00684093,0.00318602,0.00391268,0.00417821,0.00702428,0.00252514,0.00581307
1,0.218263,0.038986,0.0174279,0.0142578,0.0025342,0.00686908,0.00735649,0.000899827,0.00692322,0.00568809,0.00935005,0.00646893,0.00854969,0.00451494,0.00624397,0.00622294,0.00340585,0.00552631,0.0109089,0.00519692,0.00903655,0.00290896,0.00895092,0.00331066,0.013758,0.00316827,0.0107835,0.00824656,0.00653885,0.00708749,0.00805775,0.00848335,0.0023931,0.00920071,0.0044576,0.00939056,0.00742491,0.00571281,0.00525961,0.0104009,0.00753199,0.00665822,0.00552385,0.0083543,0.00301756,0.0123182,0.00302625,0.0102419,0.00479697,0.00979748,0.00433514,0.0083367,0.00763774,0.0065984,0.0102646,0.00230057,0.0105054,0.00446503,0.00834082,0.00781118,0.0117212,0,0.00640058
1,0.281746,0.0153699,0.00933431,0,0.00186058,0.00522158,0.00870122,0.00229532,0.00995528,0.0110379,0.00907763,0.0112104,0.0133315,0.00936202,0.0119774,0.0164257,0.0105415,0.0109471,0.00941325,0.0108775,0.0109176,0.0121373,0.0106688,0.00937454,0.0122873,0.0104916,0.00947009,0.011109,0.0119846,0.00982292,0.0101393,0.0108893,0.0105781,0.00990844,0.0124939,0.0111366,0.0100954,0.0119958,0.011794,0.0125533,0.0116266,0.0130416,0.0109853,0.011616,0.0113306,0.00998008,0.0119058,0.0115968,0.0111882,0.0100485,0.0110911,0.0107256,0.0093928,0.00990804,0.010242,0.00995283,0.0128313,0.011137,0.00942777,0.0103481,0.0120925,0.0113213,0.0109807
1,0.222474,0.00252109,0.0105958,0.0114548,0.000298973,0.0095069,0.00258172,0.00534786,0.00683351,0.0017292,0.00681868,0.00129389,0.0032319,0.00684355,0.00229512,0.00378731,0.00310746,0.00541379,0.000676945,0.0101014,0.000556279,0.00688101,0.00114057,0.00730325,0.00312944,0.00792627,0.000449065,0.00747144,0.000431905,0.00665227,0.00188114,0.0087499,0,0.00877823,0.00158917,0.00715818,0.00591643,0.00451503,0.00450393,0.00707695,0.00610222,0.00215247,0.00756771,0.000666091,0.00742664,0.00143517,0.0063773,0.00297916,0.0056697,0.00268028,0.00488577,0.0036409,0.00332788,0.00631118,0.00240019,0.00370256,0.00560532,0.00648889,0.00189027,0.00693672,0.00439493,0.00283724,0.00838073
1,0.298833,0.0696773,0.0238256,0.00374152,0.0136752,0.0101661,0.00127221,0.00757472,0.00271623,0.00440312,0.00690745,3.35E-05,0.00541161,0.00425703,0.000347421,0.00495612,0.00137218,0.00313914,0.00290057,0.000630268,0.00397917,0.00176939,0.00148764,0.00303062,0.000366436,0.00180714,0.00210539,9.68E-05,0.00307861,0.000120436,0.00116473,0.00135735,0.000320788,0.00241507,0.000874677,0.000920046,0.00266309,0.0014075,0.00187398,0.00115616,0.000297346,0.00246367,0.000705097,0.00212722,0.00179859,0,0.00231323,0.000878335,0.00174632,0.00179866,0.000831124,0.00161392,0.00137037,0.000933349,0.00208745,0.000479927,0.00113463,0.00150138,0.000866536,0.00187223,0.00090533,0.0017745,0.00189496
1,0.264224,0.0129559,0,0.00132033,0.00830228,0.0120864,0.0132238,0.00646508,0.00995682,0.00815326,0.0115526,0.0105952,0.0154111,0.0110179,0.008722,0.00622735,0.0104508,0.0129218,0.0107074,0.00589963,0.00532937,0.0108397,0.012079,0.00848537,0.00299106,0.00830676,0.0108694,0.0111215,0.00733642,0.00757282,0.00789791,0.010289,0.0115936,0.010569,0.00729713,0.00824305,0.0113312,0.0100666,0.00696032,0.00562431,0.00935471,0.00838834,0.00688762,0.00581055,0.00860128,0.00703468,0.00668281,0.00706214,0.0096235,0.00860052,0.00701633,0.00721844,0.00993473,0.0101197,0.0072947,0.00582736,0.00933049,0.0110686,0.00613401,0.00319506,0.00688211,0.0112271,0.00603461
1,0.339929,0.0131544,0.0218629,0.00393915,0.00278615,0.00467322,0,0.00714008,0.00359234,0.0103715,0.00737639,0.0104336,0.0101309,0.0149389,0.00903246,0.0140565,0.0137647,0.011693,0.0147004,0.0100453,0.0137189,0.0145106,0.0104205,0.00961465,0.00799718,0.00989371,0.0105298,0.0096811,0.00676039,0.0154257,0.00668721,0.0124766,0.00854708,0.0115533,0.00737169,0.0143335,0.00995695,0.0164048,0.0106378,0.0138656,0.0133141,0.0151705,0.0132888,0.0136447,0.00964968,0.0130143,0.0112441,0.0069558,0.0103161,0.0136334,0.0120442,0.0114973,0.0135823,0.0102165,0.00799616,0.0071545,0.0149263,0.00581771,0.0193462,0.0105754,0.0133272,0.00770496,0.00994462
1,0.22395,0.0767794,0.0171767,0.00967388,0.00161621,0.00735296,0.00251992,0.0063271,0.00604933,0.000901504,0.00665048,0.00275921,0.00232425,0.00687005,0.000733719,0.00192188,0.00259137,0.00278412,0.00327039,0.00248431,0.00310382,0.00224129,0.00330889,0.00177215,0.00218353,0.0037861,0.00113541,0.00281014,0.00323127,0.00412677,0.00319193,0.00288284,0.00326205,0.00135368,0.00363819,0.00186265,0.00213591,0.00308456,0.00155922,0.00272959,0.00060721,0.00304391,0.00372494,0.00107294,0.00317186,0.00302861,0.00345204,0.00256286,0.00343423,0.00276479,0,0.00374009,0.00298052,0.00188164,0.00355437,0.00293927,0.00188871,0.00269658,0.00404904,0.0023552,0.000585252,0.00238164,0.00290304
1,0.283708,0.00899239,0.000999544,0,0.00434391,0.00713408,0.00234819,0.000782184,0.00393302,0.00438875,0.00162369,0.00181113,0.0041724,0.00435147,0.00330226,0.00478633,0.0045087,0.00346283,0.00483333,0.00546491,0.003522,0.00456538,0.00420636,0.00357882,0.00421354,0.00588841,0.00440159,0.00415495,0.00367685,0.00573863,0.00434417,0.00378016,0.00506856,0.00493994,0.00320656,0.00481828,0.00532524,0.00523002,0.00459373,0.00553534,0.00495237,0.00322775,0.0024979,0.00595641,0.00557977,0.0035442,0.00369811,0.00505064,0.00338507,0.00573632,0.00625856,0.00441669,0.001832,0.00326853,0.00504804,0.0075658,0.00440965,0.00369836,0.00247925,0.00849123,0.00183893,0.00701075,0.0139299
1,0.301238,0.0374388,0.0157581,0,0.00377176,0.0112334,0.00746342,0.00634515,0.00733328,0.00597682,0.00597493,0.00977832,0.00978624,0.00752223,0.00927613,0.00834948,0.00835977,0.00841596,0.00716926,0.00659644,0.00751206,0.00754048,0.00692813,0.00630059,0.00790605,0.00736959,0.00869458,0.00787806,0.00606959,0.00742016,0.0088444,0.00804898,0.00952546,0.00697649,0.00629026,0.00764368,0.00821596,0.0072707,0.00765644,0.00651482,0.00658768,0.00832684,0.00861843,0.00692969,0.00778412,0.00711849,0.00774932,0.00914353,0.00785156,0.00700459,0.00856676,0.00792179,0.00694905,0.00819648,0.00718548,0.00731779,0.00881919,0.008687,0.00462121,0.0096053,0.00650699,0.00931937,0.0156302
1,0.298319,0.00246927,0.017148,0.0159419,0,0.00622739,0.00689302,0.0047221,0.00902171,0.0116146,0.0103212,0.014536,0.015411,0.0121982,0.0173475,0.0120123,0.0149454,0.0124194,0.0129979,0.0128035,0.00872969,0.0155977,0.00924577,0.0110756,0.012209,0.00607067,0.0122859,0.0141087,0.0105275,0.0154104,0.010058,0.0137532,0.0100419,0.0158537,0.0111818,0.0146994,0.0131451,0.0160473,0.0105377,0.00988163,0.0112338,0.0104394,0.0121812,0.0133001,0.0114964,0.0100285,0.0129579,0.0101948,0.0147117,0.0106162,0.0124282,0.015158,0.00997542,0.0180025,0.0132624,0.0109285,0.0123347,0.0104624,0.0141442,0.0100232,0.0144738,0.0084306,0.0140236
1,0.29449,0.0304214,0.0209629,0.00328841,0.000502446,0.00117549,0.00741461,0.00738541,0.0115581,0.00374818,0.00509875,0.000798401,0.00305084,0.00450644,0.00305409,0.00295119,0.00389502,0.00266673,0.00791616,0.00612733,0.00526383,0.0101448,0,0.00418035,0.00682265,0.00319562,0.00338491,0.00817217,0.000232852,0.00446541,0.00592117,0.005661,0.00194101,0.00596107,0.00196711,0.00422026,0.0017816,0.00638503,0.00107984,0.00709714,0.00487507,0.00543924,0.00633441,0.00622785,0.00484512,0.00906607,0.00384903,0.0103326,0.00639577,0.00614072,0.00988404,0.00659053,0.00461833,0.00754799,0.00392705,0.00139048,0.00563677,0.00357155,0.00504248,0.00272667,0.00507933,0.00358642,0.00785755
1,0.27219,0.00129206,0.00456405,0.00483238,0.00484637,0.0009155,0.00511022,0.0044591,0.00619418,0.00811387,0,0.0103724,0.00510049,0.004947,0.00921916,0.00224522,0.00883052,0.00311071,0.00748599,0.00323792,0.00972544,0.00688229,0.00779628,0.00641736,0.00734153,0.00667579,0.0041779,0.00902123,0.0046231,0.00846841,0.00607223,0.00407982,0.00691845,0.0113183,0.00591518,0.00757482,0.00432401,0.00442467,0.00683835,0.00535557,0.00788363,0.00400514,0.0112609,0.00120706,0.0113923,0.00352805,0.010084,0.000748597,0.0110642,0.00107788,0.0101151,0.00834029,0.00305007,0.00743223,0.00731775,0.00465854,0.00905854,0.0046122,0.0123343,0.00333006,0.00763142,0.0115019,0.0148272
1,0.262477,0.0105359,0.0202234,0.0169973,0.00269295,0.0124992,0.0075861,0.00173765,0.00821954,0.00454159,0.00940835,0.00340245,0.00985803,0.00886846,0.00603393,0.0119086,0,0.0118694,0.00265917,0.0106787,0.00659686,0.00601483,0.00983228,0.00468039,0.00992799,0.00455845,0.0087921,0.00835065,0.00508194,0.00905484,0.0081139,0.00373023,0.0103186,0.00520652,0.0093809,0.0068696,0.00946911,0.00586702,0.00928949,0.00596951,0.00819934,0.00780048,0.00623213,0.0131309,0.00279358,0.0120122,0.00602077,0.00793701,0.00801613,0.0065956,0.00775946,0.00886828,0.0056254,0.00898275,0.00644609,0.00907759,0.00595271,0.00794349,0.00956217,0.00495789,0.0098573,0.00621914,0.0093878
1,0.28333,0.0611432,0,0.00158152,0.00921603,0.0101163,0.00677377,0.00482441,0.00870413,0.00338262,0.00489334,0.00553902,0.00563104,0.00482082,0.00587267,0.005315,0.00421104,0.00744234,0.00656633,0.0065371,0.00562636,0.0055516,0.00522017,0.0086346,0.00795385,0.00514685,0.00799017,0.00518421,0.00731932,0.00708113,0.0096443,0.00555043,0.00711648,0.00826698,0.00695253,0.00996692,0.00386717,0.0093512,0.00519916,0.00896018,0.00581566,0.00821148,0.00612489,0.00708752,0.00868745,0.00562514,0.00920878,0.00542563,0.00713099,0.00678983,0.00672556,0.00485722,0.00926445,0.00469984,0.00871091,0.00457383,0.00728478,0.00310331,0.0134511,0.00196226,0.011804,0.0116028,0.00117295
1,0.308471,0,0.00675857,0.0124261,0.00186798,0.00219938,0.0028223,0.0037271,0.00564738,0.00662951,0.00947107,0.00867343,0.0106786,0.00831351,0.00890238,0.00962333,0.0095615,0.00633845,0.00788889,0.00735561,0.00644056,0.00742271,0.0070254,0.00929502,0.00779758,0.00814116,0.00839036,0.00870763,0.0108698,0.00793145,0.00909172,0.0100092,0.00717013,0.0095682,0.00607119,0.00968968,0.00590189,0.00868257,0.00619332,0.0108831,0.00830384,0.00757504,0.0108272,0.00536187,0.0124445,0.00496809,0.0115924,0.00871267,0.00932353,0.00761829,0.00828824,0.0108991,0.00661412,0.00863562,0.00726108,0.00898472,0.00865198,0.00711266,0.00740116,0.00955564,0.00933173,0.00861699,0.00919194
1,0.332631,0.0897369,0.0332273,0,0.0127284,0.0210756,0.0106127,0.00220589,0.011185,0.0183457,0.0102609,0.00481678,0.0119521,0.0126826,0.00730587,0.00636485,0.0133125,0.012013,0.00741289,0.00790732,0.011602,0.00969939,0.0057892,0.00995384,0.0116901,0.00955407,0.00690191,0.0104668,0.0107296,0.00817549,0.00688826,0.0114923,0.0104834,0.0070836,0.00950245,0.010435,0.011026,0.00650374,0.0109212,0.00990468,0.00988446,0.00619321,0.0117344,0.00925381,0.00980857,0.00777079,0.0122412,0.00999116,0.00741439,0.00879821,0.0101145,0.0092586,0.00818606,0.00972186,0.0109757,0.00812606,0.00879908,0.00883837,0.011017,0.00753029,0.010494,0.0102607,0.0130149
1,0.281154,0.022176,0.0152656,0.0189717,0.00248136,0.0174249,0,0.0111183,0.00841361,0.00503883,0.00840843,0.0142854,0.00726933,0.0114382,0.00879495,0.00864726,0.0105634,0.00863122,0.00884639,0.01294,0.0120037,0.0135934,0.0128479,0.00867026,0.01244,0.00653937,0.0121054,0.0094621,0.0133066,0.0151372,0.00594571,0.0177191,0.00295793,0.0138867,0.00212661,0.0179545,0.00485233,0.0140872,0.00687069,0.0127519,0.00513439,0.0116186,0.00921722,0.0100608,0.00967018,0.00374668,0.0188247,0.00608618,0.0112255,0.0134606,0.00664901,0.007789,0.0141593,0.0060655,0.00921227,0.0118886,0.00859857,0.00807421,0.0129923,0.00843934,0.0146165,0.0104456,0.0129417
1,0.257644,0.00717185,0.0111724,0.00841909,0.00345503,0.000372701,0.00184803,0.00406193,0.00255405,0.00169432,0.0016487,0.00260236,0.00207012,0.00180985,0.00490761,0.00407893,0,0.00128981,0.00314976,0.00276054,0.00393302,0.00362644,0.00244447,0.00201833,0.000606286,0.00170373,0.00350857,0.00295895,0.00301963,0.00307915,0.00405861,0.00390419,0.00186232,0.00337651,0.00481577,0.00228326,0.00397306,0.00287414,0.00152563,0.00372518,0.00217837,0.0027289,0.00414606,0.00386195,0.00378665,0.00395411,0.00398253,0.00199355,0.00251331,0.00287412,0.000365127,0.00401397,0.00499189,0.00280639,0.00527382,0.00303196,0.00210619,0.00536781,0.00198035,0.00273597,0.000783082,0.00529449,0.00496581
1,0.203312,0.0244902,0.0057773,0.00318274,0.0161,0.0106275,0.00531608,0.00577625,0.00740743,0.0171873,0.00705696,0.00612986,0.00236695,0.011716,0.00886934,0.0117028,0.00532187,0.00660463,0.00944554,0.0115815,0.00358746,0.00378653,0.0114528,0.0095007,0.00846447,0.0095139,0.013572,0.0111645,0.0043721,0.00069445,0.0116035,0.00674368,0,0.00764091,0.00728829,0.00993117,0.00609996,0.0101118,0.0110256,0.0136996,0.00473633,0.00620034,0.00625298,0.0135036,0.00714904,0.00477216,0.00935077,0.0113561,0.00376506,0.00723224,0.00593115,0.0137716,0.00774058,0.00591089,0.00995588,0.00805834,0.00367875,0.0227436,0.00268386,0.0126599,0.00917737,0.0100843,0.0209129
1,0.232257,0.0127248,0.00608439,0.00816407,0.00153251,0.00340381,0,0.000214102,0.00865485,0.00382502,0.00755962,0.00766568,0.00504299,0.00722855,0.0115851,0.00975209,0.00669076,0.0109906,0.00845134,0.00755566,0.00629781,0.00760389,0.0085589,0.00586021,0.00511134,0.0064416,0.00366612,0.00760406,0.00650069,0.00481329,0.00706772,0.00338279,0.00693974,0.0079915,0.00705791,0.00661055,0.00716754,0.0088231,0.00791966,0.00659485,0.00886838,0.00667472,0.00608701,0.008606,0.00961327,0.0073577,0.00571118,0.0068782,0.00485622,0.00786865,0.00641254,0.00554623,0.00588206,0.00524993,0.00675758,0.00689513,0.00732089,0.00698487,0.00495455,0.00809683,0.00823206,0.00592952,0.00865678
1,0.245768,0.0124192,0.015902,0.0148465,0.00774795,0.00755875,0.0046062,0.00621509,0.00603137,4.94E-05,0.00726935,0.00265511,0.00653584,0.00470857,0.00494786,0.00854878,0.00237132,0.0049954,0.00482952,0.00370779,0.00476846,0.0045699,0.0057725,0.00563702,0.00263642,0.00842084,0.000861158,0.00804151,0.0044623,0.0047471,0.00645472,0.00478887,0.00298039,0.00833468,0.00234675,0.00786855,0.00377702,0.00377146,0.00404783,0.00597585,0.00417599,0.00889315,0.00535503,0.00311383,0.00699636,0.00508952,0.00142981,0.00571163,0.00323941,0.00431276,0.00747826,0.0059728,0.00631275,0.00338529,0.00615704,0.00250006,0.00647901,0.00426711,0.00558049,0.0060599,0.00444148,0.00842701,0
1,0.242483,0.0628438,0.0242989,0.024162,0.0195514,0.0158804,0.0132649,0.0146725,0.0146704,0.0081451,0.0143066,0.0131946,0.0122612,0.0114342,0.0130331,0.0128372,0.0103271,0.0149591,0.00971362,0.0122013,0.0144593,0.0104477,0.00893194,0.0128512,0.0125953,0.0107846,0.0143883,0.0134417,0.0133246,0.00807272,0.0143902,0.0156421,0.0108858,0.0075654,0.0072858,0.0138441,0.0147617,0.0168454,0.0109201,0.0111494,0.0142811,0.0148197,0.00839896,0.0099746,0.0160258,0.00972528,0.0159484,0.00950923,0.0142691,0.0167554,0.00711807,0.0143328,0.0124322,0.011316,0.0105651,0.0086213,0.0153926,0.00790956,0.00807337,0.0255045,0.00152642,0.0247263,0
1,0.286662,0.00977599,0.00985392,0.00156639,0.00616505,0,0.00062304,0.012402,0.00510356,0.00444612,0.00732025,0.000626078,0.00975886,0.00408507,0.00842818,0.0077429,0.00185389,0.0105872,0.00537708,0.00852226,0.00567824,0.00717706,0.00671164,0.00753458,0.00323913,0.00852471,0.00809652,0.00456535,0.00640486,0.00401809,0.00607955,0.00766795,0.00460582,0.00922111,0.00422627,0.00906562,0.00693384,0.00430343,0.00637216,0.00392247,0.00807424,0.00761889,0.0053115,0.00534076,0.00847004,0.00959844,0.00752505,0.00417216,0.0037711,0.00731751,0.00387812,0.0127864,0.00770344,0.00999974,0.00504535,0.00733367,0.00711698,0.00717529,0.00522348,0.00843442,0.00720831,0.0088907,0.00883953
1,0.216815,0.0419053,0.0129439,0.00514966,0.00426377,0.00761893,0.00016203,0.0056844,0.00325274,0.00374523,0.00522828,0.00539766,0.00525756,0.00251947,0.00462298,0.00407206,0.00574249,0.00172946,0.00161827,0.00402285,0.00526788,0.00225829,0.000224501,0.00407915,0.00372737,0.00411995,0.00391631,0.00476657,0.00311351,0.00416634,0.00589676,0.00408335,0.00371689,0.0047448,0.00348579,0.000442753,0.00577,0.00813704,0.00532721,0.00122662,0.00267177,0.00459671,0.00420883,0.00484777,0.00301988,0.00360764,0.00488508,0.00463374,0.00183093,0.00370287,0.00554962,0.00289997,0.00340713,0.00559951,0.00565224,0.00334353,0.00345875,0.00166699,0,0.00356518,0.00635863,0.00519423,0.00508564
1,0.27653,0.0108183,0.0101077,0,0.00131711,0.00459006,0.00877841,0.00711494,0.00744197,0.00771816,0.00810777,0.00919971,0.00933609,0.00838667,0.0104131,0.00922303,0.00879664,0.0103524,0.00960351,0.0089019,0.0100851,0.00881859,0.00924296,0.010659,0.0088886,0.0100626,0.0107643,0.00881607,0.00923181,0.0111658,0.00888065,0.00939717,0.0101055,0.010192,0.00937246,0.0102167,0.00905982,0.0104102,0.00963911,0.0103098,0.00945761,0.0108425,0.00929432,0.0101614,0.0097743,0.0111058,0.0075882,0.0101597,0.0100148,0.0102775,0.00856033,0.0117652,0.00872144,0.0104824,0.00983852,0.0106432,0.00931775,0.0118174,0.00867343,0.010422,0.00951637,0.0142999,0.00726586
1,0.331529,0.0179768,0.00955142,0.00465657,0.00326672,0.00096518,0,0.00185908,0.00520297,0.00605415,0.00549831,0.0062297,0.00669401,0.00509681,0.00473524,0.00433855,0.00514105,0.00475454,0.00518111,0.00577423,0.00593709,0.0060625,0.00574413,0.00592182,0.00629319,0.00622347,0.00536441,0.00444464,0.00588077,0.00558898,0.00498863,0.00763815,0.00591144,0.00604902,0.00650634,0.00550122,0.0062965,0.00602016,0.00429329,0.00575363,0.00645346,0.0067607,0.00614604,0.00593094,0.00647207,0.00659926,0.00595142,0.00552329,0.00561116,0.00535834,0.00675024,0.0059763,0.0066248,0.00616514,0.00625081,0.00578455,0.00562315,0.0062857,0.00633991,0.00651405,0.00646725,0.00547262,0.0055071
1,0.263879,0.0169173,0.0196079,0.00880263,0.00266955,0.01188,0.00407667,0.011094,0.010874,0.00425481,0.00945672,0.00645689,0.00655967,0.0100051,0.00578275,0.00903569,0.00816289,0.00919331,0.00565336,0.0119546,0.00170408,0.0121144,0.00604509,0.00775423,0.0105747,0.00436254,0.0107101,0.0060403,0.00751421,0.00775369,0.00608929,0.00931744,0.00724474,0.00775296,0.00868998,0.00710469,0.00806325,0.010483,0.00497705,0.0109608,0.00713996,0.0066126,0.012995,0.00272702,0.0132205,0.00511447,0.0105963,0.00682763,0.00834947,0.00843124,0.00639837,0.0102489,0.00735284,0.0092053,0.0113706,0.00494891,0.0120764,0.00585104,0.00812978,0.00667616,0.0115086,0.0102725,0
1,0.25691,0.00798374,0,0.00437652,0.00253858,0.00560326,0.00480919,0.00435901,0.00457602,0.00603191,0.00560918,0.00605247,0.00614357,0.00709845,0.00732238,0.00727434,0.00647802,0.00755485,0.00719722,0.0069073,0.00737993,0.00611055,0.00735308,0.00824184,0.00622649,0.00902237,0.00720819,0.00926512,0.00843962,0.00774359,0.00895104,0.00837668,0.00748075,0.00793399,0.00710735,0.00776509,0.00680381,0.00769363,0.00633641,0.00768368,0.00717519,0.00618012,0.00771915,0.00614247,0.00711096,0.00768237,0.00512067,0.00875953,0.00607129,0.0080158,0.00827897,0.00694425,0.00944952,0.00967196,0.00791867,0.00853962,0.0102412,0.00717203,0.0095707,0.00719082,0.00372497,0.0104959,0.00807496
1,0.295823,0.0769434,0.0598199,0.034581,0.0322641,0.017075,0.0135318,0.00913727,0.016231,0.0136367,0.0093665,0.010398,0.0103486,0.00590335,0.00934817,0.0123112,0.0105444,0.00815647,0.011683,0.00936892,0.00383452,0.0102963,0.00893727,0.00747675,0.00906081,0.0103216,0.0060886,0.00740372,0.00688456,0.00755881,0.00694332,0.00871247,0.00295585,0.00877204,0.00876688,0.00554549,0.00959655,0.00481838,0.0126286,0.00626203,0.00364072,0.00956775,0.00485453,0.00629285,0.0134677,0,0.0117307,0.00920588,0.00415516,0.0129646,0.00446857,0.00905582,0.00873512,0.0134329,0.00374557,0.0102814,0.00588833,0.0131877,0.00846483,0.00656369,0.00323343,0.0182682,0.00708204
1,0.263441,0.0198934,0.0291392,0.0300422,0,0.0153633,0.0108759,0.0068178,0.0188165,0.00818154,0.0138305,0.0104024,0.0129057,0.0135035,0.0098561,0.0098309,0.0113727,0.0112167,0.00773017,0.0155723,0.0129353,0.0144918,0.0089772,0.00894781,0.0125603,0.00276491,0.0193913,0.0131774,0.00721643,0.0205123,0.0111084,0.0119007,0.0177085,0.0115267,0.0107441,0.0121009,0.0123212,0.0100725,0.0120402,0.015762,0.00931637,0.011567,0.013409,0.011682,0.0136527,0.0137284,0.0147735,0.0103406,0.0122548,0.0157295,0.00910373,0.0160511,0.0119818,0.010215,0.0114134,0.00782981,0.0129812,0.010523,0.013432,0.0115517,0.00956953,0.0138546,0.0116768
1,0.275542,0.0260169,0.0279596,0.0156341,0.00341079,0.00342177,0.0053236,0.00666116,0.00147243,0.0104423,0.00169039,0.00578518,0.00898476,0,0.0112823,0.00197889,0.00620981,0.00505745,0.00378901,0.0101249,0.00234346,0.00619327,0.00629234,0.0040445,0.00647995,0.00355149,0.00808449,0.00288915,0.00170793,0.00805017,0.00178616,0.00558505,0.00497205,0.00404883,0.0055257,0.00621191,0.00313677,0.00625474,0.00848237,0.00151549,0.00817878,0.0023404,0.0058147,0.00900672,0.000633884,0.00774987,0.0038089,0.00396643,0.00819339,0.00324646,0.00543544,0.00493428,0.00487751,0.00670045,0.00425664,0.00518425,0.00644471,0.0064149,0.00223141,0.00729604,0.00522027,0.0054646,0.00822842
