fd_0,fd_1,fd_2,fd_3,fd_4,fd_5,fd_6,fd_7,fd_8,fd_9,fd_10,fd_11,fd_12,fd_13,fd_14,fd_15,fd_16,fd_17,fd_18,fd_19,fd_20,fd_21,fd_22,fd_23,fd_24,fd_25,fd_26,fd_27,fd_28,fd_29,fd_30,fd_31,fd_32,fd_33,fd_34,fd_35,fd_36,fd_37,fd_38,fd_39,fd_40,fd_41,fd_42,fd_43,fd_44,fd_45,fd_46,fd_47,fd_48,fd_49,fd_50,fd_51,fd_52,fd_53,fd_54,fd_55,fd_56,fd_57,fd_58,fd_59,fd_60,fd_61,fd_62,fd_63
1,0.304041,0.0284895,0.0165531,0.00842158,0.00211186,0.00981756,0.00680873,0.00636228,0.0070037,0.00512157,0.0113347,0.00740783,0.00715969,0.0122668,0.00735816,0.0110951,0.00351977,0.0171424,0,0.0153377,0.000956136,0.0113307,0.00628822,0.00989026,0.00363657,0.0104302,0.00428389,0.0162556,0.001869,0.00697423,0.00716421,0.0050533,0.011916,0.00618088,0.00649698,0.00857004,0.00895126,0.00591635,0.00908143,0.00446454,0.00872608,0.00368886,0.00818953,0.0129092,0.00463417,0.00844681,0.00551765,0.00354929,0.0124249,0.00328011,0.00997853,0.00528149,0.0153417,0.00618522,0.00728873,0.00603069,0.00392255,0.0102792,0.00518941,0.0104542,0.00771107,0.0106595,0.015545
1,0.305878,0.00970878,0.00647928,0.00765612,0.00859219,0.00255709,0.0069409,0,0.00739062,0.00483937,0.00788622,0.00308495,0.00580445,0.00399051,0.00760947,0.0045663,0.00740099,0.00590281,0.00508168,0.00670287,0.00457832,0.00559704,0.00507114,0.007061,0.0046857,0.00830964,0.00497369,0.00613001,0.00598665,0.00629607,0.0043919,0.00812055,0.00731032,0.00580901,0.00554799,0.00672621,0.00465058,0.00623169,0.00625009,0.00715253,0.00488484,0.00686732,0.00594416,0.00520189,0.00572181,0.00680516,0.0061975,0.00434156,0.00643108,0.00658117,0.00529525,0.00710978,0.00651273,0.007322,0.00429503,0.00826898,0.00536435,0.00737512,0.00552901,0.00742515,0.00398801,0.00668384,0.00517566
1,0.309879,0.0229662,0.0204985,0.0229858,0.00235975,0,0.00225402,0.00566376,0.00396591,0.00407566,0.00774868,0.00389935,0.00341562,0.00600485,0.00404634,0.00824976,0.00510356,0.00315219,0.00405806,0.00443179,0.00574905,0.0056382,0.00118541,0.00436422,0.00615004,0.00596127,0.00419878,0.0046346,0.00554813,0.00340551,0.00435698,0.00485611,0.00267656,0.00705978,0.0039643,0.0058114,0.00453346,0.00304323,0.00537226,0.0055023,0.00439429,0.00505901,0.00629768,0.00250811,0.00420634,0.0040553,0.00584396,0.00547266,0.0040547,0.00577712,0.00542326,0.00386418,0.00277678,0.00586418,0.00567078,0.00400561,0.00485911,0.00334071,0.00512592,0.00524466,0.00488798,0.0042769,0.00555253
1,0.31565,0.0143216,0.0082244,0.0159501,0.00546729,0.0057703,0,0.00325168,0.00324294,0.00797038,0.00330281,0.00250273,0.00740551,0.0117312,0.00064248,0.00907853,0.00967878,0.003974,0.00285548,0.00779465,0.00710509,0.00728653,0.00695417,0.00363446,0.00625016,0.0143877,0.00564307,0.00743923,0.00342315,0.00855413,0.009117,0.000667795,0.00797859,0.00381565,0.00986272,0.00675913,0.0102638,0.00862393,0.00644016,0.00638024,0.00435044,0.00730716,0.00303597,0.00990315,0.00538092,0.0113602,0.00523274,0.00863447,0.00345251,0.00537276,0.00565012,0.0104166,0.00607578,0.0047802,0.0107289,0.0044502,0.0113199,0.00487046,0.00621394,0.00411408,0.0076445,0.00740315,0.00754024
1,0.30673,0.0107066,0.0129185,0,0.00433721,0.00567346,0.00567412,0.00812283,0.00872939,0.00920196,0.0105373,0.0109036,0.0118253,0.0116404,0.0136694,0.0129244,0.0120412,0.0140998,0.0132917,0.0127914,0.0108093,0.0128297,0.0114441,0.0108296,0.0115792,0.011388,0.0121459,0.00983065,0.0115909,0.0109099,0.0111406,0.0105558,0.0119703,0.0131543,0.0112567,0.0126108,0.0122878,0.0134921,0.0123701,0.0125688,0.0138135,0.0125684,0.0116105,0.0119785,0.0130604,0.0116666,0.0101545,0.0129681,0.012773,0.0125184,0.0121637,0.0127177,0.012066,0.0110488,0.0124487,0.0115107,0.0121652,0.0106435,0.011243,0.0160417,0.00891868,0.0160109,0.0159483
1,0.289352,0.0267694,0.0133736,0.0271652,0,0.00778939,0.00733375,0.00327891,0.0129425,0.00417563,0.0137529,0.00772117,0.00813107,0.0100175,0.00392886,0.0117476,0.00550587,0.0114197,0.00854076,0.00745126,0.0130942,0.00495191,0.0126312,0.00582286,0.011557,0.00773716,0.012456,0.00687776,0.00765512,0.0113902,0.00545482,0.00946003,0.0123077,0.00329174,0.0148072,0.00508908,0.00951055,0.012261,0.00625042,0.012852,0.00912923,0.00700468,0.00969171,0.00847854,0.00825086,0.00661228,0.0159536,0.00303913,0.0149918,0.00526273,0.00866211,0.0115703,0.00490259,0.0113373,0.00580518,0.00852309,0.00792966,0.00887576,0.00995183,0.00844397,0.0140584,0.00710338,0.0139047
1,0.32694,0.0383707,0.0191752,0.00826292,0.00735808,0.00745852,0.0111149,0.00702675,0.00490943,0.00501238,0.0093632,0.0147321,0.001844,0.011439,0.0109114,0.0107102,0.0078176,0.0122558,0.00758469,0.00814628,0.0104936,0.00999308,0.014418,0.00372785,0.0158478,0.00728913,0.0139542,0.00686383,0.0156916,0,0.0148463,0.00882156,0.0189017,0.00239788,0.0168776,0.0075258,0.0136126,0.00576949,0.0178366,0.00880663,0.0154505,0.0107127,0.0119545,0.010018,0.0132286,0.0144169,0.00912593,0.0161302,0.0114249,0.0153776,0.00831201,0.0150771,0.0111473,0.0115421,0.0107837,0.0110674,0.0130829,0.00851934,0.0218637,0.00686374,0.0205612,0.00613825,0.0217896
1,0.310934,0.0249247,0.00784243,0.0191956,0.00379329,0.00955523,0,0.0118535,0.00726273,0.0150614,0.00492285,0.0216819,0.00802943,0.0128444,0.0142838,0.0127005,0.0121574,0.0135656,0.0121145,0.010784,0.0154005,0.0117195,0.0165113,0.0112698,0.0122743,0.0122558,0.0141358,0.0106764,0.0156261,0.0107411,0.0133227,0.0109323,0.0131027,0.0105847,0.0136779,0.00732157,0.0144971,0.0115141,0.0114884,0.0145002,0.0102851,0.0152091,0.0104986,0.0125489,0.0104052,0.0127546,0.0110251,0.0195479,0.00857773,0.0129434,0.0141314,0.00864762,0.0181896,0.0107132,0.0131023,0.017647,0.00846765,0.0185453,0.0099849,0.00881687,0.0162873,0.00825203,0.0152142
1,0.290109,0.0131791,0,0.0112234,0.00153319,0.0046413,0.00468461,0.00246549,0.00556877,0.00648283,0.00774425,0.00734948,0.00832636,0.00941271,0.00762167,0.0122124,0.00767851,0.0102033,0.00875737,0.00690399,0.00834359,0.00932662,0.0100189,0.0130724,0.00743895,0.0128483,0.00468325,0.0132959,0.0057759,0.0112813,0.00606638,0.0111859,0.00804208,0.0120469,0.0100528,0.00946025,0.00928508,0.00673997,0.011361,0.0093641,0.00850327,0.00958338,0.00769908,0.010028,0.0125538,0.00618527,0.0107027,0.00619702,0.0135571,0.00821869,0.0113994,0.00770814,0.00814369,0.00999293,0.007919,0.0107427,0.00685391,0.0133468,0.00728909,0.0138833,0.00518471,0.0113276,0.00764012
1,0.28612,0,0.0144199,0.0193667,0.012113,0.00547309,0.0138659,0.00878266,0.0109516,0.00943261,0.00810557,0.00987921,0.00679044,0.00572468,0.0152363,0.0096432,0.00960446,0.0119242,0.00984304,0.0128977,0.0127408,0.00849081,0.00970805,0.0107978,0.0122831,0.00975924,0.0077099,0.0121103,0.0132742,0.00845924,0.0107195,0.0112578,0.0105693,0.00923836,0.0114161,0.0135024,0.0104688,0.0107289,0.0125243,0.0086532,0.0107346,0.0126219,0.0110415,0.0105779,0.00991523,0.0102326,0.0115091,0.0114258,0.0118124,0.0118768,0.00878469,0.0127348,0.0103512,0.00823646,0.0114954,0.0106461,0.00948296,0.0130171,0.0132983,0.0096947,0.010517,0.0122769,0.00986442
1,0.21279,0.0104175,0.0164442,0.0158497,0.0148506,0.00641966,0.0160597,0.00308042,0.00879587,0.0173474,0.0104453,0.00140843,0.0148105,0.000961022,0.0133443,0.0161711,0.0057743,0.00980433,0.0102918,0.00681509,0.0174067,0.0100407,0.00200855,0.00889419,0.0144449,0.00284806,0.0157672,0.00573164,0.0142207,0.0122621,0.00578115,0.0032173,0.0154087,0.0116099,0.012817,0.00900226,0.00658692,0.00222543,0.0142103,0.0156785,0.013489,0.0065795,0.00713637,0.0179529,0.00420378,0.0114004,0.00268212,0.0253383,0,0.00780315,0.019615,0.0132615,0.00150257,0.00962859,0.0212896,0.000284971,0.0136448,0.0114088,0.000544471,0.0149789,0.0140417,0.00651694,0.00927427
1,0.228855,0.0840186,0.00567222,0.0353627,0.0286177,0.0131654,0.033315,0.0222679,0.028224,0.0167134,0.00561076,0.0181188,0.0131801,0.00353621,0.00995408,0.0197641,0.0100559,0.0199403,0.00339934,0.0147675,0.0202115,0.0289698,0.0103478,0.0128468,0.00908868,0.0178675,0.00100818,0.0193802,0.00400129,0.0132211,0.0223103,0.0185054,0.0315147,0.0129803,0.0182841,0.0214116,0.0167442,0.0167605,0.011158,0.0105974,0.0146648,0.0103897,0.0121292,0.0253384,0.0126251,0.0190203,0,0.0222618,0.00474158,0.0158267,0.00409173,0.0239517,0.00162866,0.0182693,0.000750455,0.0212775,0.00952485,0.0149603,0.0118949,0.00703385,0.0188134,0.00109914,0.0200767
1,0.166964,0.00202622,0.0127344,0.0160852,0.0147389,0.00256672,0.0108433,0.00153593,0.00781308,0.00820784,0,0.0118148,0.0077533,0.00667527,0.0136459,0.0119249,0.0057199,0.00235836,0.017359,0.00341491,0.0101633,0.0160411,0.0154486,0.0128032,0.0151975,0.00772562,0.00643449,0.0152463,0.00557357,0.0112993,0.00823059,0.00837408,0.0172363,0.000175598,0.0179156,0.00725324,0.0109258,0.00701906,0.00983424,0.014311,0.00525393,0.0123964,0.00913205,0.0101148,0.00853466,0.0135026,0.012323,0.00693721,0.0122996,0.00406689,0.0132794,0.00466115,0.012559,0.00706174,0.00871543,0.0128542,0.00147361,0.0115933,0.00737948,0.00349577,0.0129704,0.00857654,0.0115862
1,0.238099,0.04854,0.0194176,0.0325906,0.00904138,0.0149657,0.0226161,0.0171035,0.00857669,0.0122997,0.0134416,0.0121774,0.0193233,0.0157323,0.0136939,0,0.0142064,0.0134032,0.00729708,0.00827239,0.0206502,0.0055605,0.0247054,0.00975449,0.0167734,0.0257732,0.0225557,0.010429,0.0168761,0.00800519,0.0183617,0.0107602,0.0295763,0.00381577,0.0280722,0.0137367,0.0305957,0.0111249,0.0261304,0.0044368,0.000979448,0.011939,0.019818,0.00276947,0.0142634,0.0142998,0.00522248,0.0103161,0.00943688,0.0114387,0.00847418,0.0168251,0.00740476,0.0083753,0.0123251,0.000289256,0.0157739,0.013108,0.0128582,0.0115088,0.0146639,0.0199014,0.00535288
1,0.153809,0.00952813,0.0115232,0.0113583,0.023007,0.0167591,0.00241563,0.0087659,0.00909111,0.015083,0.00714329,0.00360672,0.0154506,0.0064012,0.0069587,0.0125886,0.00852794,0.00980076,0.00748808,0.00692135,0.00856536,0.0067644,0.0140924,0.0130623,0.00560958,0.0171354,0.0118518,0,0.00969398,0.0105691,0.0127028,0.0129615,0.0110692,0.00873099,0.00519834,0.0147312,0.0130817,0.00723554,0.0149452,0.00844764,0.0078476,0.0102559,0.00775122,0.0126129,0.0100552,0.00593336,0.00862306,0.00548191,0.0146369,0.0108342,0.00972826,0.00858329,0.00480902,0.0148993,0.0161451,0.00454867,0.00839914,0.0060427,0.0103247,0.012787,0.013009,0.00512195,0.00937713
1,0.162955,0.0358403,0.0460931,0.0245405,0.00834921,0.0290069,0.00846583,0.00550587,0.0186165,0.005261,0.0223861,0.00786118,0.0160155,0.0230214,0.0218121,0.00181136,0.0274241,0.022417,0.0129923,0.00513902,0.0266983,0.010071,0.00975117,0.0117924,0,0.0175272,0.0123817,0.00888873,0.0292509,0.0105488,0.00410725,0.00814412,0.0113459,0.0196556,0.00191376,0.0348635,0.0173302,0.0293003,0.0149,0.0149698,0.0343196,0.00937945,0.0157538,0.0173483,0.0146303,0.0305414,0.00120089,0.024476,0.00630835,0.0228779,0.0103677,0.0253939,0.00859961,0.00707383,0.019804,0.0124964,0.0252223,0.0305379,0.0288098,0.0411553,0.025746,0.0513699,0.0102055
1,0.234142,0.0778342,0.0157462,0.0264374,0.0220761,0.0157885,0.0140862,0.0190749,0.0103795,0.0103582,0.0170462,0.00738809,0.0173244,0.0168819,0.0113915,0.00813521,0.00863436,0.00770153,0.00759448,0.0128424,0.0111338,0.0223294,0.0144359,0.0176873,0.0157739,0,0.0201197,0.00393888,0.0176893,0.0152504,0.00571476,0.0179014,0.00993133,0.0191607,0.0162806,0.0119824,0.016657,0.00418771,0.0185534,0.0119836,0.00918183,0.0174684,0.00840612,0.00909083,0.0115341,0.0149626,0.0090152,0.0226007,0.00858792,0.0101646,0.00873095,0.015482,0.0150038,0.0149065,0.0147148,0.00438246,0.00840622,0.0177931,0.00607012,0.0156195,0.00343307,0.00744952,0.0199272
1,0.190754,0.0813706,0.0354186,0.0134553,0.00599441,0.0212015,0.0133541,0.00936977,0.00760733,0.0129334,0.00552678,0.00599355,0.00660578,0.00844086,0.00913089,0.0139139,0.00248179,0.0150245,0.0063431,0.00512133,0.0104739,0.013294,0.00858438,0.0106355,0.00791019,0.00737016,0.0177993,0.0152743,0.0096217,0.00177923,0.0132166,0.0125338,0.00564756,0.00555458,0.0127533,0.0118447,0.00502926,0.00441032,0.0100154,0.0102781,0.0159718,0.00532306,0.00678432,0.00297989,0.00879839,0.00878005,0.0088334,0.0180032,0.00465269,0.00764218,0.0022479,0.0107772,0.00900135,0.0138931,0.00319146,0.00931301,0.00698252,0.00956704,0.0132927,0.00886898,0.00628072,0,0.011166
1,0.210304,0.0518049,0.0246457,0.0214103,0.0153158,0.00922723,0.0131305,0.0147549,0.0201817,0.0210179,0.00737258,0.0166265,0.0111341,0.00872688,0.014791,0.00698976,0.00919204,0.00853141,0.0068574,0.0160022,0.00493356,0.02044,0.0137122,0.019427,0.010711,0.0117927,0.0108302,0.00990986,0.00288217,0.0249237,0.00948889,0.0181668,0.00846489,0.0092458,0.00236666,0.0196544,0.00892004,0.0121434,0.0100541,0.014573,0.0234687,0,0.00712132,0.00671429,0.00611801,0.0108706,0.0172232,0.0128417,0.0137695,0.012786,0.0106903,0.009889,0.0206583,0.00208706,0.0131888,0.00651051,0.0171977,0.0130707,0.0200742,0.0153825,0.0107517,0.0152691,0.00513798
1,0.294111,0.0847887,0.0581633,0.045863,0.00340545,0.0315883,0.0191513,0.0205129,0.0124324,0.0204784,0.0150474,0.0127689,0.0198427,0,0.0207102,0.0126866,0.0119848,0.0129659,0.0134432,0.019798,0.00666406,0.0184863,0.0150096,0.0123841,0.0166196,0.014364,0.00879573,0.00999883,0.0160565,0.0096826,0.0151218,0.00558451,0.00974131,0.00367128,0.0198595,0.00270355,0.0157005,0.0014867,0.0114748,0.0131576,0.00139351,0.0165372,0.000183153,0.0270362,0.000815385,0.00833239,0.0111355,0.0162342,0.00817019,0.0130442,0.0197311,0.00162586,0.00809334,0.0299907,0.00581851,0.033351,0.0179584,0.0178032,0.00854726,0.0057856,0.0181575,0.00855815,0.00996836
1,0.220463,0.0360566,0.045682,0.0180481,0.030973,0.0122446,0.00359419,0.0157424,0.00592254,0.00649623,0.0105912,0.00780585,0.00971157,0.00872695,0.00240658,0.00904039,0.018479,0.0186415,0.0210644,0.000198476,0.0136728,0.0121035,0.015331,0.01198,0.00845408,0.0150657,0.00852533,0.0191064,0.0153108,0.0133122,0.00995258,0.00806878,0.00644789,0.00504142,0.0156077,0.0211504,0.00957846,0.0132439,0.00523278,0.0132182,0.0164955,0.0107146,0.010059,0.00524561,0.0149183,0.0128829,0.017686,0.0137159,0.0174469,0.0150357,0.0237273,0.0139345,0.0142558,0,0.0149167,0.00638828,0.0316619,0.00474879,0.00978641,0.00959231,0.0086666,0.0197882,0.0137402
1,0.218256,0.0282177,0.0218315,0.0190648,0.0144193,0.0076262,0.015085,0.0268273,0.00637242,0.00784707,0.0202262,0.00274213,0.0220145,0.0163763,0.0129347,0.0118465,0.00604478,0.0126576,0.017756,0.0118795,0.00585176,0.0101014,0.016728,0.0166324,0.010669,0.00600331,0.0171586,0.0112667,0.0119704,0.00775119,0.00374541,0.0171585,0.0148455,0.00201838,0.0204931,0.00664832,0.0295399,0,0.0102383,0.0133705,0.0155427,0.00504757,0.0129047,0.0181586,0.014793,0.0189449,0.0150126,0.0195605,0.0111002,0.0125644,0.00945066,0.0110465,0.0113006,0.0149623,0.00939174,0.00582143,0.0113952,0.0204793,0.00477078,0.0167278,0.00997188,0.0109593,0.00790952
1,0.207185,0.0346757,0.015523,0.0289791,0.0124115,0.0266201,0.011887,0.00906145,0.0174783,0.00496164,0.00361823,0.013769,0.0101221,0.0177013,0.00896248,0.00973222,0.0175877,0.00836202,0.00979371,0.00462451,0.0135516,0.00797307,0.00681679,0.0196561,0.0251594,0.0128703,0.00499667,0.0113922,0.00624674,0.00300974,0.00321465,0.0140017,0.0136905,0.00653047,0.0190801,0.00615738,0.00514805,0.00986838,0.00207597,0.0165325,0.0138438,0.0101429,0,0.00877855,0.0144784,0.0149901,0.0170626,0.0119194,0.00614691,0.00758639,0.0171911,0.0115889,0.00628248,0.00899167,0.0136021,0.0112094,0.00602902,0.0123012,0.0152366,0.0128712,0.00981889,0.00482641,0.0181651
1,0.211795,0.0341627,0.0375012,0.0125235,0.00857809,0.00316986,0.00909683,0.0131359,0.0172641,0.00843991,0.0056853,0.0108885,0.0165315,0.00130576,0.0160723,0.00415064,0.00813898,0.0123165,0.00891816,0.00601293,0.0126023,0.00332295,0.0051072,0.00950112,0.0136914,0,0.0148978,0.00373642,0.00956803,0.00660218,0.00760993,0.00631452,0.00855505,0.00368688,0.011991,0.0107797,0.0105386,0.000236498,0.0121433,0.00812503,0.00673061,0.00465038,0.0131708,0.00370668,0.012084,0.00820342,0.00801016,0.0102611,0.0107809,0.00667459,0.0105446,0.00143336,0.0096841,0.0150057,0.014551,0.00712847,0.00757218,0.00127748,0.0165132,0.00328407,0.0124882,0.00483764,0.00722911
1,0.231175,0.030914,0.0101574,0.0108628,0.0331531,0.0245146,0.0169651,0.0218144,0.0151944,0.00469358,0.0227056,0.00436799,0.0361406,0.0105692,0.0132033,0.0204752,0.0125051,0.00995604,0.0105691,0.0251556,0.00890704,0.0156486,0.0126777,0.00826563,0.0113166,0.0281959,0.0182264,0.0118314,0.0080448,0.0223286,0.0274757,0.00994282,0.010598,0.0168075,0.0182409,0.0312875,0.0157511,0.0297182,0.0208618,0.00587732,0.0127897,0.00502667,0.0209126,0.0173816,0.0197269,0.00866375,0.0162401,0.0223432,0.00934481,0.020758,0.00362049,0.018023,0.0270372,0.0226289,0.0200044,0.0100677,0.0168524,0.0200142,0,0.0290333,0.00963609,0.0051022,0.0239127
