LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9
0.37285,0.059957,0.045031,0.069976,0.107923,0.061374,0.042299,0.057326,0.034608,0.148654
0.530951,0.050654,0.031549,0.049805,0.075415,0.045846,0.030292,0.044306,0.025767,0.115416
0.73985,0.026743,0.015959,0.023437,0.050766,0.021474,0.015357,0.023112,0.015017,0.068286
0.507864,0.046484,0.038674,0.053167,0.08548,0.047477,0.03234,0.043156,0.026409,0.118948
0.717381,0.022102,0.01656,0.034489,0.081497,0.026676,0.012987,0.022035,0.010584,0.055689
0.361443,0.041268,0.067002,0.143956,0.193481,0.07815,0.028392,0.016248,0.007626,0.062434
0.345357,0.046893,0.080889,0.154425,0.177773,0.076132,0.027625,0.01726,0.007965,0.06568
0.471777,0.041889,0.055802,0.087436,0.110033,0.068519,0.036943,0.025527,0.014287,0.087787
0.498769,0.036026,0.060514,0.132249,0.139157,0.05675,0.016289,0.011489,0.004666,0.044091
0.481282,0.046929,0.053528,0.076934,0.100141,0.057243,0.033884,0.029067,0.017335,0.103657
0.409104,0.050003,0.062303,0.096758,0.132183,0.068742,0.03721,0.028635,0.01566,0.099401
0.432413,0.03403,0.063398,0.138507,0.180288,0.069498,0.019324,0.011817,0.005855,0.044869
0.37805,0.036698,0.062147,0.138479,0.198527,0.074101,0.027089,0.015529,0.007428,0.061951
0.396841,0.035118,0.063897,0.135789,0.180736,0.076743,0.027903,0.016238,0.007674,0.059059
0.378648,0.042841,0.063682,0.127488,0.16317,0.079367,0.03419,0.021877,0.011705,0.077032
0.481013,0.050475,0.061848,0.08651,0.097095,0.054864,0.030385,0.025607,0.014065,0.098138
0.418215,0.057863,0.062136,0.08547,0.112675,0.061919,0.03713,0.034312,0.018519,0.111761
0.375287,0.040367,0.075287,0.1552,0.18113,0.074658,0.023563,0.012698,0.006253,0.055556
0.337281,0.037909,0.070158,0.168141,0.223348,0.076611,0.020754,0.013429,0.005581,0.046788
0.472711,0.053524,0.052675,0.071862,0.090856,0.053266,0.033796,0.030646,0.018686,0.121978
0.446321,0.037718,0.061826,0.119175,0.154516,0.067901,0.026638,0.016767,0.008258,0.06088
0.55096,0.034487,0.048141,0.082118,0.105086,0.053186,0.027104,0.018668,0.010386,0.069863
0.385182,0.068881,0.065092,0.064623,0.079204,0.054699,0.04352,0.040939,0.028399,0.169459
0.478159,0.056386,0.053042,0.063412,0.088575,0.049596,0.032076,0.029439,0.018833,0.130483
0.447183,0.033683,0.05593,0.13281,0.191852,0.063933,0.018131,0.010823,0.005344,0.040311
0.354006,0.028951,0.058851,0.153951,0.231594,0.088638,0.02392,0.015512,0.005594,0.038982
0.407858,0.047743,0.050419,0.081604,0.134901,0.075976,0.044248,0.040398,0.020786,0.096067
0.356086,0.03856,0.057075,0.119952,0.193348,0.0915,0.039097,0.026578,0.011959,0.065847
0.311631,0.068189,0.05468,0.078615,0.132648,0.066147,0.044863,0.057623,0.029871,0.155733
0.333376,0.055456,0.069303,0.119189,0.159935,0.082157,0.039357,0.030655,0.014187,0.096386
0.379618,0.050633,0.059725,0.092676,0.137551,0.078315,0.042724,0.036332,0.018327,0.104098
0.423087,0.044359,0.048339,0.080212,0.141246,0.072367,0.04219,0.036639,0.017262,0.0943
0.356423,0.032142,0.063209,0.151722,0.217534,0.086105,0.025615,0.017146,0.006397,0.043706
0.343948,0.060665,0.075132,0.112963,0.138757,0.078836,0.039484,0.037401,0.015476,0.097338
0.379563,0.029805,0.064294,0.180467,0.224216,0.065003,0.015262,0.010622,0.002581,0.028188
0.327363,0.061708,0.056551,0.074444,0.119701,0.072222,0.051542,0.053383,0.030464,0.15262
0.354006,0.028951,0.058851,0.153951,0.231594,0.088638,0.02392,0.015512,0.005594,0.038982
0.418002,0.066386,0.038339,0.043053,0.074635,0.045129,0.040808,0.060258,0.037228,0.176162
0.374878,0.064795,0.055515,0.070074,0.092308,0.065861,0.048834,0.051921,0.030824,0.144991
0.515921,0.055172,0.04813,0.067367,0.085972,0.046409,0.030033,0.030024,0.017481,0.103489
0.343186,0.063034,0.059024,0.08121,0.122626,0.069537,0.047035,0.049343,0.026696,0.138309
0.401055,0.048308,0.056788,0.089975,0.139348,0.075647,0.042502,0.035735,0.017356,0.093285
0.39482,0.040685,0.058584,0.107508,0.150491,0.086007,0.040236,0.028885,0.013649,0.079135
0.470669,0.065269,0.050486,0.057152,0.068228,0.047908,0.034268,0.034297,0.021302,0.150419
0.431158,0.057555,0.052734,0.077923,0.098263,0.058966,0.04042,0.033969,0.020779,0.128233
0.492915,0.06485,0.046261,0.044543,0.052025,0.044952,0.036721,0.038405,0.024995,0.154333
0.658942,0.038254,0.034656,0.036984,0.042222,0.031958,0.026772,0.024286,0.015397,0.090529
0.328743,0.087795,0.066238,0.064532,0.076051,0.060575,0.045914,0.044766,0.029161,0.196225
0.435864,0.054254,0.05915,0.093834,0.125309,0.062229,0.030921,0.023758,0.013412,0.101268
0.395346,0.043639,0.060853,0.113027,0.154557,0.081948,0.036538,0.024783,0.011643,0.077665
0.422656,0.038283,0.058815,0.117861,0.15401,0.080885,0.033204,0.019291,0.009066,0.065929
0.303583,0.060108,0.074835,0.110956,0.130518,0.093664,0.052018,0.034655,0.019209,0.120455
0.386937,0.057436,0.06141,0.075328,0.09302,0.075598,0.051724,0.039373,0.024459,0.134715
0.299705,0.065752,0.069691,0.087567,0.103727,0.085668,0.056976,0.045387,0.028298,0.157229
0.439135,0.037139,0.061383,0.108279,0.13763,0.08977,0.033626,0.018346,0.009533,0.06516
0.460035,0.04721,0.05538,0.076538,0.099177,0.064233,0.041477,0.032702,0.018944,0.104306
0.452135,0.030872,0.052896,0.115362,0.170974,0.080139,0.025986,0.015692,0.007367,0.048578
0.414949,0.057335,0.061878,0.097334,0.136798,0.066122,0.032208,0.023596,0.011089,0.098691
0.374017,0.053791,0.063912,0.104986,0.150786,0.072179,0.037155,0.027488,0.013901,0.101785
0.485051,0.049991,0.047166,0.075272,0.11738,0.045796,0.028444,0.031025,0.014696,0.10518
0.424133,0.047179,0.058524,0.092496,0.136117,0.069848,0.037758,0.027809,0.013517,0.09262
0.50064,0.046248,0.045883,0.068152,0.095878,0.054785,0.03467,0.03313,0.017922,0.102692
0.420148,0.057091,0.053481,0.074883,0.105169,0.057911,0.038373,0.038549,0.022515,0.13188
0.393819,0.059462,0.054142,0.079661,0.118556,0.05816,0.038829,0.04071,0.023148,0.133514
0.373514,0.059531,0.059961,0.070886,0.091088,0.066077,0.048669,0.045696,0.030196,0.154381
0.433679,0.059002,0.058993,0.076599,0.097537,0.057531,0.036585,0.034193,0.021398,0.124482
0.445558,0.057254,0.052816,0.078603,0.116626,0.055428,0.031631,0.027632,0.015359,0.119092
0.642166,0.044404,0.026356,0.027953,0.033788,0.022654,0.019423,0.036086,0.025802,0.121367
0.490813,0.027896,0.044235,0.123953,0.188004,0.057413,0.017208,0.011992,0.003892,0.034594
0.343225,0.058744,0.065012,0.087428,0.120229,0.072271,0.046643,0.04465,0.025737,0.136063
0.47968,0.023824,0.043349,0.117781,0.191043,0.070162,0.020592,0.011522,0.004749,0.037297
0.433031,0.061158,0.039029,0.056324,0.102201,0.046157,0.032809,0.04972,0.031179,0.148393
0.38147,0.057607,0.060797,0.074686,0.094584,0.068469,0.049546,0.043835,0.026278,0.142729
0.253405,0.067712,0.067279,0.077733,0.101897,0.074089,0.061201,0.061246,0.040845,0.194594
0.361357,0.059838,0.05922,0.09098,0.15351,0.064294,0.035052,0.038152,0.01934,0.118258
0.394653,0.046719,0.058501,0.084855,0.11336,0.073112,0.048182,0.039413,0.024596,0.11661
0.339647,0.066743,0.051498,0.058977,0.071224,0.053808,0.049114,0.061223,0.044283,0.203481
0.467991,0.033837,0.054065,0.099633,0.140379,0.075447,0.032986,0.021318,0.010431,0.063913
0.378215,0.061725,0.052815,0.067618,0.08782,0.06066,0.04601,0.049413,0.032121,0.163604
0.469904,0.031018,0.050783,0.098419,0.146309,0.074551,0.034454,0.021931,0.010255,0.062375
0.418469,0.04846,0.054514,0.072508,0.094649,0.07058,0.049044,0.039468,0.025611,0.126698
0.31745,0.026811,0.05798,0.140857,0.229039,0.112868,0.034261,0.019801,0.008908,0.052024
0.463839,0.022272,0.048032,0.115334,0.166557,0.085195,0.031391,0.016798,0.008039,0.042543
0.368412,0.030775,0.059329,0.133379,0.202906,0.093942,0.032429,0.017544,0.007648,0.053637
0.518713,0.040917,0.032209,0.042882,0.114236,0.085855,0.038121,0.025384,0.012482,0.0892
0.685918,0.031139,0.022067,0.02373,0.050311,0.051279,0.027452,0.02051,0.012389,0.075203
0.656317,0.033066,0.02322,0.024815,0.052171,0.062603,0.032953,0.021955,0.014198,0.078704
0.699632,0.028214,0.02129,0.024409,0.042275,0.044446,0.027147,0.021439,0.013801,0.077347
0.623322,0.037429,0.022139,0.025668,0.052321,0.05796,0.034783,0.029853,0.019268,0.097257
0.608451,0.036817,0.04169,0.088677,0.094609,0.041808,0.017396,0.015278,0.007815,0.047458
0.655021,0.027861,0.031113,0.044029,0.071522,0.050962,0.026674,0.021273,0.010802,0.060743
0.656243,0.02857,0.024163,0.03455,0.086482,0.054727,0.025682,0.020661,0.00898,0.059943
0.545455,0.038364,0.038672,0.052075,0.098323,0.078056,0.035386,0.025317,0.014116,0.074236
0.525352,0.042963,0.033226,0.043524,0.098519,0.084612,0.038232,0.02822,0.015759,0.089594
0.534951,0.041538,0.048008,0.069081,0.097058,0.073992,0.031247,0.021847,0.012436,0.069843
0.613848,0.035855,0.024233,0.02617,0.065853,0.074283,0.035048,0.025017,0.014744,0.084949
0.586828,0.036751,0.037946,0.061034,0.087933,0.056006,0.026448,0.022276,0.012964,0.071812
0.601059,0.0375,0.027309,0.040434,0.077031,0.050226,0.02901,0.031701,0.016285,0.089444
0.549516,0.04995,0.044676,0.064429,0.087346,0.047282,0.02755,0.023207,0.012555,0.093489
0.577551,0.03354,0.03903,0.062432,0.098648,0.057157,0.028442,0.022171,0.012502,0.068526
0.545674,0.039106,0.035619,0.04741,0.103935,0.061603,0.034057,0.031134,0.015234,0.086227
0.566438,0.035975,0.031165,0.059464,0.099788,0.06243,0.028379,0.026335,0.014991,0.075036
0.63314,0.060185,0.033448,0.039816,0.042064,0.04289,0.025229,0.021735,0.016017,0.085477
0.386207,0.050852,0.040711,0.057429,0.141773,0.095716,0.049658,0.041446,0.019033,0.117174
0.50737,0.041565,0.058435,0.096657,0.11163,0.058963,0.026926,0.020981,0.010093,0.06738
0.489785,0.041063,0.050033,0.075898,0.10506,0.063418,0.03588,0.029778,0.017084,0.092001
0.589351,0.033666,0.044658,0.068107,0.08765,0.049233,0.026394,0.020517,0.012282,0.068142
0.629509,0.042787,0.02848,0.029249,0.041183,0.025841,0.025499,0.033018,0.024844,0.119589
0.593542,0.03774,0.035689,0.044528,0.064866,0.037762,0.028901,0.028785,0.019105,0.109082
0.673546,0.036794,0.023409,0.023939,0.037384,0.022471,0.021715,0.0312,0.022601,0.106942
0.61199,0.038307,0.035541,0.041572,0.058998,0.035161,0.028146,0.031695,0.021011,0.097578
0.482521,0.052111,0.045961,0.063216,0.091597,0.050512,0.032273,0.034935,0.020979,0.125895
0.524574,0.053051,0.032609,0.03284,0.043883,0.032618,0.031636,0.047397,0.037238,0.164153
0.477013,0.040705,0.053345,0.068602,0.090812,0.056822,0.040167,0.036499,0.020765,0.115269
0.502519,0.057481,0.032783,0.034921,0.050201,0.02964,0.027323,0.047598,0.036265,0.18127
0.447949,0.037048,0.059617,0.115398,0.155296,0.073099,0.027799,0.017029,0.007898,0.058867
0.496065,0.052549,0.044947,0.055366,0.071585,0.045372,0.034909,0.035647,0.024581,0.138978
0.667917,0.035994,0.02709,0.033882,0.047182,0.028374,0.021748,0.026237,0.016986,0.094589
0.523795,0.061718,0.040885,0.039049,0.0503,0.030583,0.027455,0.038758,0.026881,0.160577
0.516698,0.058286,0.029558,0.029232,0.040193,0.025146,0.025582,0.049116,0.039461,0.186728
0.59851,0.043611,0.031423,0.0325,0.044672,0.031582,0.029773,0.036785,0.025185,0.12596
0.354338,0.029407,0.065158,0.140689,0.201046,0.101166,0.031121,0.015947,0.008145,0.052984
0.544511,0.051832,0.036812,0.035385,0.040239,0.028909,0.028612,0.042398,0.032643,0.15866
0.60317,0.028221,0.036904,0.061104,0.095417,0.052764,0.02945,0.021332,0.012028,0.059609
0.584184,0.044265,0.030905,0.04143,0.060629,0.032757,0.025274,0.033078,0.02244,0.125038
0.443747,0.055985,0.051212,0.064189,0.078865,0.056664,0.038235,0.043132,0.027027,0.140945
0.412946,0.049125,0.060825,0.093434,0.116801,0.072357,0.041128,0.034545,0.019175,0.099663
0.49475,0.046056,0.041792,0.054653,0.078986,0.049528,0.036125,0.042319,0.026194,0.129597
0.512889,0.048704,0.040951,0.049679,0.067914,0.042198,0.034296,0.04321,0.027272,0.132889
0.489734,0.048495,0.046033,0.054085,0.068175,0.055943,0.043091,0.04114,0.026957,0.126347
0.396919,0.046594,0.061648,0.084619,0.117073,0.074316,0.048178,0.038527,0.021369,0.110757
0.336985,0.043224,0.069481,0.122935,0.160668,0.104648,0.043833,0.023822,0.013215,0.081189
0.502344,0.029132,0.048224,0.087969,0.131804,0.076392,0.036021,0.02012,0.010496,0.057496
0.50019,0.034502,0.055646,0.103686,0.133598,0.063923,0.026124,0.015182,0.007856,0.059293
0.458852,0.046406,0.050804,0.062795,0.085904,0.057819,0.045263,0.042398,0.027471,0.122288
0.402467,0.062518,0.045906,0.049159,0.064602,0.04735,0.042599,0.054642,0.041831,0.188925
0.448224,0.05607,0.052115,0.060729,0.082479,0.049641,0.040072,0.041993,0.028468,0.140207
0.408001,0.045002,0.056789,0.075094,0.101273,0.076952,0.053789,0.037661,0.024031,0.121406
0.447503,0.062169,0.042659,0.044037,0.05878,0.036403,0.034171,0.050926,0.038346,0.185006
0.522528,0.048917,0.038985,0.04681,0.065071,0.040373,0.033735,0.040689,0.027134,0.135759
0.245501,0.080399,0.060576,0.061718,0.082372,0.057984,0.056305,0.071515,0.051806,0.231824
0.486877,0.05494,0.035465,0.045435,0.066426,0.038438,0.02958,0.045571,0.03533,0.161937
0.437712,0.060556,0.042725,0.047857,0.067804,0.048056,0.041508,0.049788,0.036257,0.167738
0.388452,0.047718,0.05631,0.089147,0.12494,0.077857,0.045437,0.038036,0.021706,0.110397
0.497104,0.045367,0.04467,0.052553,0.069096,0.052847,0.043973,0.041439,0.027429,0.125523
0.452866,0.046509,0.052576,0.076043,0.112681,0.071506,0.041188,0.033246,0.018572,0.094814
0.446656,0.049069,0.049429,0.061746,0.08655,0.067079,0.048138,0.044561,0.027471,0.119302
0.496763,0.049244,0.04325,0.056291,0.081536,0.054851,0.038685,0.038154,0.020588,0.120639
0.474727,0.035419,0.057212,0.104298,0.123558,0.064454,0.031277,0.024659,0.012008,0.072388
0.392416,0.030396,0.05353,0.113701,0.168045,0.095927,0.042976,0.026855,0.012869,0.063285
0.366698,0.041486,0.054893,0.091767,0.150511,0.093386,0.046712,0.035773,0.020007,0.098768
0.33845,0.057468,0.06222,0.100292,0.138925,0.075183,0.042544,0.044846,0.022502,0.117568
0.416644,0.04677,0.066949,0.110932,0.137848,0.075589,0.033777,0.025651,0.011404,0.074436
0.466366,0.045235,0.053589,0.077668,0.106917,0.064536,0.037742,0.034914,0.015977,0.097057
0.354583,0.064132,0.051123,0.06059,0.090417,0.071516,0.05375,0.054803,0.035023,0.164062
0.498252,0.042257,0.041559,0.060049,0.095935,0.058205,0.037344,0.038932,0.021868,0.105598
0.329204,0.050738,0.059209,0.089077,0.153791,0.085023,0.051051,0.043694,0.023599,0.114615
0.50376,0.035738,0.053362,0.089143,0.121392,0.069275,0.031716,0.020994,0.009993,0.064626
0.421571,0.042385,0.060819,0.099572,0.134548,0.077686,0.039316,0.028512,0.014827,0.080763
0.383695,0.050249,0.05787,0.085493,0.13134,0.079353,0.043924,0.037743,0.021062,0.10927
0.408388,0.051378,0.052176,0.072492,0.114852,0.074049,0.04611,0.039825,0.02156,0.119171
0.465272,0.051969,0.044001,0.056351,0.086188,0.048595,0.037582,0.047067,0.029879,0.133096
0.41117,0.037859,0.053978,0.102928,0.151434,0.078749,0.040373,0.03325,0.014443,0.075816
0.405484,0.051626,0.054903,0.073326,0.104606,0.068447,0.045608,0.045358,0.025867,0.124774
0.416667,0.039489,0.058114,0.101474,0.147191,0.0844,0.03834,0.02686,0.012934,0.074532
0.487401,0.035516,0.043707,0.071273,0.120082,0.082313,0.042071,0.027566,0.015766,0.074305
0.438218,0.048914,0.044844,0.059004,0.089416,0.070738,0.048340,0.045035,0.027586,0.127905
0.384333,0.043250,0.058194,0.095667,0.147222,0.080972,0.046861,0.037361,0.017611,0.088528
0.396635,0.061966,0.048522,0.055496,0.072427,0.053894,0.047587,0.059369,0.038239,0.165865
0.451887,0.041082,0.047964,0.077248,0.119549,0.069668,0.043260,0.036004,0.019962,0.093377
0.475782,0.049860,0.045647,0.057901,0.084851,0.055556,0.042157,0.044795,0.025117,0.118336
0.448568,0.041930,0.050549,0.081737,0.121900,0.076187,0.041791,0.032087,0.017935,0.087317
0.441281,0.049628,0.051398,0.066452,0.092094,0.059405,0.043928,0.044534,0.026304,0.124977
0.443933,0.052439,0.046171,0.059287,0.093753,0.054498,0.042133,0.048298,0.027675,0.131814
0.337240,0.059659,0.056029,0.076402,0.115254,0.067064,0.050505,0.055542,0.033249,0.149056
0.437627,0.047562,0.055176,0.095938,0.120171,0.058359,0.034523,0.037996,0.017614,0.095034
0.520799,0.019223,0.035807,0.109946,0.171921,0.073316,0.021781,0.014746,0.004946,0.027515
0.385789,0.031291,0.051463,0.128582,0.201871,0.088239,0.032256,0.023575,0.007923,0.049011
0.460017,0.043521,0.049788,0.078704,0.112795,0.063393,0.039858,0.037390,0.019747,0.094788
0.452353,0.045011,0.047335,0.076282,0.105722,0.063711,0.042284,0.039738,0.022726,0.104839
0.462619,0.033669,0.046129,0.096628,0.140182,0.073897,0.037214,0.029227,0.013368,0.067067
0.411834,0.069172,0.034735,0.034398,0.047769,0.030861,0.033906,0.066996,0.049220,0.221108
0.434048,0.042156,0.058369,0.104452,0.140737,0.073318,0.034315,0.024747,0.012353,0.075506
0.414607,0.029627,0.050328,0.125919,0.184410,0.084563,0.031699,0.021575,0.009481,0.047792
0.450254,0.049700,0.049099,0.066222,0.090005,0.058347,0.040974,0.044458,0.027846,0.123094
0.440948,0.035853,0.047175,0.085359,0.148810,0.076548,0.042943,0.031371,0.015387,0.075605
0.398341,0.060648,0.039378,0.050759,0.074884,0.048650,0.040535,0.057022,0.039352,0.190432
0.408298,0.049578,0.049944,0.076062,0.114613,0.060675,0.041322,0.044065,0.027637,0.127806
0.434414,0.052192,0.049209,0.074977,0.118006,0.064140,0.038584,0.039680,0.021568,0.107230
0.421362,0.055820,0.046548,0.057513,0.080556,0.051786,0.042460,0.051151,0.034987,0.157817
0.431891,0.057327,0.041062,0.048105,0.079692,0.046418,0.040275,0.054248,0.035538,0.165444
0.325430,0.035863,0.052166,0.118452,0.207540,0.086789,0.042923,0.031696,0.016088,0.083052
0.436610,0.054348,0.045491,0.059674,0.091648,0.052304,0.041342,0.050090,0.030317,0.138177
0.400854,0.040810,0.049994,0.099763,0.158565,0.082672,0.042328,0.028078,0.014265,0.082672
0.408125,0.037347,0.048569,0.102472,0.166833,0.070819,0.039208,0.032153,0.015375,0.079097
0.281944,0.054356,0.062626,0.102462,0.155240,0.081250,0.052683,0.049211,0.027715,0.132513
0.462887,0.041827,0.046100,0.073130,0.115064,0.060590,0.039022,0.036872,0.020860,0.103646
0.349428,0.049728,0.057571,0.089760,0.139025,0.074755,0.048720,0.046160,0.025545,0.119308
0.435317,0.034449,0.041605,0.091431,0.158879,0.066580,0.034214,0.034288,0.017312,0.085925
0.333700,0.058559,0.053021,0.080491,0.124648,0.070748,0.049007,0.049212,0.029829,0.150785
0.448144,0.023815,0.040326,0.107364,0.193283,0.070606,0.032088,0.022809,0.011195,0.050371
0.281495,0.066332,0.059252,0.076462,0.109503,0.070363,0.052799,0.058354,0.037135,0.188304
0.423896,0.047564,0.044206,0.075438,0.111458,0.054890,0.038420,0.044691,0.026543,0.132895
0.228163,0.061333,0.067896,0.100489,0.148681,0.093200,0.064074,0.055526,0.030756,0.149881
0.394001,0.027275,0.045654,0.111722,0.199533,0.083944,0.038063,0.022450,0.011243,0.066116
0.292041,0.038756,0.064645,0.110464,0.168590,0.123706,0.059641,0.030688,0.017957,0.093512
0.288570,0.075839,0.062728,0.074807,0.088240,0.061575,0.049536,0.062111,0.037243,0.199351
0.197835,0.076087,0.082373,0.119085,0.177815,0.115121,0.051824,0.033878,0.020051,0.125929
0.332526,0.039603,0.061177,0.105251,0.161296,0.111336,0.051918,0.033611,0.018638,0.084643
0.362410,0.046148,0.068821,0.116688,0.163859,0.084527,0.038314,0.027109,0.012150,0.079974
0.382262,0.069228,0.068128,0.086693,0.097934,0.075050,0.044903,0.038028,0.020315,0.117459
0.396910,0.050828,0.063051,0.102407,0.152602,0.073012,0.035400,0.027339,0.013928,0.084522
0.394309,0.053152,0.051738,0.071103,0.110744,0.083778,0.048656,0.040532,0.023115,0.122874
0.452603,0.039359,0.047083,0.071873,0.133811,0.086876,0.042004,0.026557,0.015096,0.084739
0.451350,0.042007,0.040311,0.064062,0.125926,0.084970,0.041398,0.037061,0.019044,0.093871
0.444557,0.058256,0.066334,0.095759,0.107888,0.065377,0.033798,0.026636,0.013198,0.088196
0.435855,0.055399,0.045296,0.050517,0.068531,0.052762,0.044826,0.052057,0.033887,0.160871
0.447637,0.047110,0.050358,0.065939,0.099944,0.081160,0.046785,0.034487,0.020542,0.106037
0.389547,0.038850,0.043663,0.077301,0.165318,0.099402,0.046717,0.031188,0.016652,0.091362
0.411091,0.042056,0.048377,0.074953,0.139167,0.090478,0.044994,0.031851,0.018774,0.098257
0.424890,0.039394,0.055670,0.088530,0.148141,0.087971,0.040719,0.023997,0.012872,0.077817
0.385378,0.050439,0.048663,0.067695,0.118604,0.093959,0.050439,0.039526,0.023300,0.121998
0.399144,0.055580,0.062288,0.082786,0.106394,0.066955,0.045089,0.036614,0.021916,0.123233
0.259545,0.065146,0.063687,0.085302,0.135402,0.100815,0.061598,0.047559,0.028740,0.152207
0.519920,0.043235,0.047160,0.061920,0.092024,0.063421,0.037196,0.027694,0.016382,0.091047
0.262831,0.063948,0.068256,0.094214,0.130886,0.080325,0.057598,0.057227,0.033812,0.150902
0.473452,0.048550,0.051721,0.063644,0.107121,0.096183,0.039408,0.022168,0.013952,0.083802
0.375391,0.057015,0.062056,0.093581,0.118620,0.064674,0.043713,0.035181,0.020901,0.128867
0.336569,0.042806,0.044890,0.137349,0.150396,0.074855,0.052268,0.035881,0.017979,0.107008
0.420679,0.050827,0.060202,0.084869,0.102002,0.059588,0.042700,0.034799,0.021043,0.123291
0.585393,0.024891,0.044783,0.077593,0.109018,0.069208,0.024051,0.012426,0.006134,0.046502
0.361310,0.069698,0.059777,0.061883,0.079575,0.082044,0.054409,0.042504,0.026687,0.162114
0.376645,0.069901,0.054524,0.060646,0.095225,0.075710,0.045204,0.040622,0.023810,0.157712
0.347583,0.074715,0.038889,0.039294,0.058213,0.071652,0.059429,0.056111,0.037988,0.216126
0.406296,0.063931,0.044958,0.071386,0.086989,0.068817,0.047634,0.041708,0.028268,0.140012
0.575415,0.048372,0.030736,0.031599,0.044597,0.044266,0.033602,0.036376,0.025619,0.129418
0.436362,0.062851,0.038747,0.043392,0.068323,0.061959,0.050189,0.043773,0.028998,0.165407
0.494655,0.058119,0.032230,0.027047,0.030759,0.025091,0.030559,0.054312,0.043575,0.203653
0.611440,0.041399,0.028827,0.038004,0.058285,0.050905,0.025761,0.025919,0.016811,0.102647
0.306823,0.066610,0.066382,0.074715,0.103818,0.088561,0.056937,0.050128,0.031937,0.154088
0.471272,0.060494,0.053397,0.066993,0.091697,0.063521,0.035684,0.029573,0.015473,0.111897
0.506176,0.062279,0.035802,0.040546,0.056288,0.030292,0.027504,0.044230,0.032041,0.164841
0.472647,0.060218,0.039880,0.044662,0.068268,0.050338,0.044129,0.041895,0.029586,0.148377
0.507535,0.053611,0.036966,0.041612,0.056807,0.040478,0.035415,0.042588,0.030274,0.154715
0.450319,0.039323,0.053368,0.084920,0.131450,0.091714,0.037824,0.023512,0.012821,0.074750
