LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9
0.367253,0.030305,0.057413,0.145844,0.224464,0.079707,0.025218,0.014757,0.006505,0.048534
0.385034,0.022412,0.049083,0.144202,0.239412,0.083346,0.022673,0.011655,0.00547,0.036711
0.384706,0.058666,0.055341,0.073699,0.099564,0.065512,0.045617,0.040541,0.027778,0.148577
0.500243,0.033559,0.049236,0.072465,0.093212,0.06033,0.041892,0.034288,0.020781,0.093993
0.403932,0.05478,0.051281,0.066811,0.093074,0.065332,0.046194,0.046374,0.0296,0.142623
0.448097,0.053973,0.04446,0.054266,0.076985,0.048777,0.040319,0.048719,0.031587,0.152817
0.506752,0.033931,0.047126,0.075733,0.10409,0.065625,0.040837,0.029726,0.016262,0.079919
0.43079,0.055575,0.043659,0.056317,0.077766,0.052391,0.044519,0.048445,0.032114,0.158423
0.467047,0.03959,0.050079,0.07549,0.110879,0.064467,0.041841,0.035204,0.018867,0.096538
0.43346,0.053649,0.04532,0.063521,0.096405,0.054194,0.038263,0.046115,0.027642,0.141431
0.460873,0.052747,0.043744,0.058422,0.084122,0.051381,0.039935,0.045322,0.028124,0.13533
0.526788,0.043576,0.042726,0.05408,0.072795,0.047049,0.03724,0.039774,0.023958,0.112014
0.531489,0.037408,0.041999,0.062666,0.099898,0.059384,0.03608,0.031548,0.016585,0.082943
0.47275,0.051434,0.046195,0.053505,0.07182,0.048834,0.040083,0.042783,0.028712,0.143884
0.438046,0.052467,0.048099,0.057893,0.081098,0.05977,0.047929,0.048543,0.029245,0.13691
0.454728,0.044832,0.049023,0.066956,0.103261,0.069024,0.046845,0.040258,0.023368,0.101705
0.527513,0.036702,0.045414,0.068342,0.086208,0.064727,0.04037,0.030705,0.01806,0.081958
0.433532,0.044386,0.048078,0.068581,0.11078,0.07457,0.050926,0.039738,0.023332,0.106077
0.387566,0.040675,0.054583,0.089655,0.142974,0.093293,0.051393,0.034022,0.018207,0.087632
0.459955,0.043668,0.050242,0.06903,0.100673,0.069807,0.046601,0.0407,0.023533,0.09579
0.47938,0.039621,0.050504,0.07822,0.104197,0.069185,0.043254,0.034386,0.018193,0.083059
0.521476,0.044287,0.042599,0.056086,0.075682,0.051665,0.037664,0.037037,0.02236,0.111143
0.513582,0.036275,0.042366,0.064104,0.106044,0.067687,0.040865,0.031344,0.017489,0.080245
0.406342,0.046829,0.053149,0.078042,0.115098,0.077326,0.050209,0.041483,0.023442,0.10808
0.427855,0.043311,0.054175,0.081019,0.118644,0.076957,0.045119,0.036956,0.021179,0.094786
0.474324,0.042367,0.052297,0.074836,0.104867,0.062256,0.040266,0.031128,0.018701,0.098958
0.480581,0.050334,0.046193,0.049408,0.068596,0.051029,0.042464,0.044702,0.029604,0.137088
0.484217,0.037837,0.050968,0.078346,0.119907,0.070034,0.040341,0.028178,0.01492,0.075253
0.485563,0.042306,0.048136,0.066977,0.098337,0.057566,0.04068,0.037445,0.020577,0.102412
0.463934,0.045471,0.04989,0.068748,0.099488,0.061966,0.041003,0.040048,0.021659,0.107793
0.428846,0.047774,0.050321,0.07224,0.111699,0.068803,0.044943,0.039334,0.023273,0.112767
0.440479,0.051248,0.048913,0.066787,0.100362,0.063446,0.044223,0.041969,0.024376,0.118196
0.427863,0.052265,0.052244,0.064701,0.086944,0.060406,0.047158,0.044402,0.029466,0.134551
0.567046,0.045609,0.031535,0.040811,0.063406,0.034404,0.029522,0.040157,0.024675,0.122836
0.563853,0.037894,0.053003,0.088391,0.11616,0.046525,0.021133,0.013123,0.006311,0.053607
0.477377,0.018583,0.042907,0.115575,0.19122,0.07871,0.024996,0.010736,0.005067,0.034829
0.576464,0.037231,0.038678,0.051197,0.074399,0.045893,0.033009,0.02937,0.018161,0.095598
0.584256,0.038448,0.040386,0.05461,0.06325,0.04252,0.030027,0.02952,0.018319,0.098664
0.548567,0.045179,0.044906,0.051764,0.067275,0.043372,0.032924,0.032936,0.019802,0.113274
0.612685,0.037107,0.037099,0.045127,0.063178,0.037949,0.026827,0.027318,0.015853,0.096856
0.559259,0.04635,0.036937,0.042722,0.061586,0.037427,0.031283,0.03835,0.023556,0.122531
0.56977,0.023419,0.051891,0.127754,0.149905,0.04454,0.008826,0.004153,0.001507,0.018237
0.498768,0.050498,0.043763,0.053669,0.07124,0.045886,0.03615,0.040605,0.023323,0.136098
0.556775,0.047127,0.042249,0.051563,0.063261,0.040998,0.030012,0.030778,0.019511,0.117726
0.536944,0.056641,0.050652,0.057996,0.064546,0.039898,0.028035,0.026108,0.015424,0.123756
0.566893,0.043205,0.032718,0.037395,0.05428,0.033649,0.030147,0.040351,0.026684,0.134678
0.554825,0.041613,0.044088,0.054612,0.076923,0.044231,0.030609,0.029078,0.016293,0.107728
0.573521,0.043835,0.033159,0.035344,0.052913,0.032468,0.030188,0.037028,0.025955,0.135589
0.612355,0.041959,0.035943,0.043075,0.05924,0.03405,0.02445,0.026735,0.016001,0.106192
0.632398,0.014561,0.030187,0.086717,0.151409,0.040554,0.011741,0.007639,0.002676,0.022118
0.632648,0.01929,0.037779,0.113286,0.147443,0.027741,0.004837,0.0032,0.001106,0.012671
0.645617,0.015097,0.032802,0.086602,0.129833,0.043485,0.01249,0.007288,0.003116,0.02367
0.477055,0.026295,0.060175,0.14431,0.161753,0.06715,0.017564,0.010183,0.003746,0.031768
0.58953,0.018597,0.040949,0.111374,0.134907,0.051617,0.014589,0.00848,0.003466,0.026491
0.382576,0.029151,0.055002,0.113681,0.175394,0.098817,0.043727,0.025607,0.013446,0.0626
0.471267,0.045763,0.051009,0.06664,0.080603,0.063559,0.047189,0.040221,0.024939,0.108811
0.464956,0.056558,0.043617,0.046536,0.060893,0.039771,0.037593,0.049946,0.03463,0.165501
0.520732,0.035411,0.045032,0.067245,0.107949,0.069603,0.037977,0.025962,0.01449,0.075601
0.484352,0.048924,0.042694,0.047197,0.06276,0.050502,0.045586,0.043796,0.029367,0.144822
0.386154,0.019288,0.045752,0.132158,0.233749,0.09843,0.027973,0.013729,0.005719,0.037049
0.562856,0.041229,0.039078,0.053697,0.083829,0.044857,0.02838,0.029672,0.016539,0.099864
0.437891,0.030565,0.052695,0.094838,0.159368,0.089789,0.037204,0.02323,0.011468,0.062952
0.416176,0.059343,0.04342,0.048962,0.068883,0.046156,0.040509,0.055801,0.037388,0.183361
0.402629,0.046222,0.058031,0.083284,0.112819,0.071846,0.047633,0.039315,0.023247,0.114973
0.449315,0.049889,0.053313,0.067491,0.085648,0.053482,0.04198,0.044777,0.025632,0.128472
0.454246,0.018425,0.043977,0.116517,0.205855,0.084418,0.023943,0.013636,0.004789,0.034194
0.449054,0.02848,0.05056,0.108069,0.168101,0.079711,0.033639,0.021133,0.008293,0.052961
0.464555,0.035422,0.050312,0.085608,0.121212,0.077657,0.041621,0.028574,0.015982,0.079056
0.512889,0.033818,0.046053,0.068406,0.097761,0.065405,0.043975,0.030586,0.018044,0.083064
0.502782,0.035517,0.054904,0.086789,0.105569,0.065669,0.035859,0.025835,0.013878,0.073198
0.568093,0.016465,0.036756,0.088817,0.140611,0.070465,0.025482,0.012193,0.006096,0.035022
0.499091,0.049161,0.035335,0.036741,0.054118,0.044351,0.042089,0.048125,0.034363,0.156625
0.536315,0.03661,0.043079,0.062319,0.093512,0.05109,0.034739,0.03441,0.019339,0.088587
0.511607,0.037272,0.048625,0.071994,0.095954,0.068416,0.038807,0.029722,0.017509,0.080094
0.605436,0.012985,0.018698,0.092913,0.208391,0.030452,0.007406,0.008253,0.00227,0.013196
0.523529,0.021499,0.039346,0.127662,0.170625,0.056357,0.017165,0.012183,0.004146,0.027488
0.635679,0.033633,0.031979,0.052365,0.07812,0.037173,0.022759,0.027389,0.013383,0.067519
0.537611,0.037624,0.042897,0.063938,0.098194,0.05369,0.032286,0.027519,0.015742,0.090498
0.521664,0.022989,0.033046,0.090066,0.197459,0.059725,0.018706,0.018819,0.005353,0.032173
0.586084,0.022488,0.033472,0.085815,0.137677,0.056383,0.02143,0.015159,0.006156,0.035338
0.537023,0.028143,0.039753,0.087569,0.159335,0.054868,0.020683,0.020704,0.007288,0.044634
0.529088,0.051912,0.030398,0.029927,0.036559,0.030029,0.029743,0.049844,0.036764,0.175735
0.546939,0.027829,0.033282,0.064943,0.130813,0.059156,0.031224,0.028447,0.01466,0.062706
0.509686,0.053363,0.034174,0.044469,0.047149,0.045383,0.032712,0.046966,0.033199,0.1529
0.592857,0.034722,0.033727,0.045058,0.067373,0.044631,0.032468,0.03259,0.021158,0.095415
0.362796,0.051323,0.065541,0.106673,0.137574,0.081032,0.044913,0.0339,0.018286,0.097962
0.556957,0.02032,0.032683,0.101852,0.173423,0.048899,0.016316,0.016091,0.00458,0.028879
0.54662,0.038555,0.03751,0.052718,0.097347,0.044255,0.030416,0.032109,0.019315,0.101155
0.609116,0.015703,0.020471,0.103571,0.162495,0.035059,0.011557,0.013708,0.003109,0.025212
0.551347,0.037107,0.04148,0.070824,0.107534,0.055298,0.027591,0.023148,0.012369,0.073302
0.550926,0.041604,0.038914,0.047485,0.076014,0.045316,0.034305,0.035807,0.022189,0.107441
0.63566,0.021864,0.027933,0.057034,0.109088,0.054427,0.024354,0.018635,0.008987,0.042017
0.40817,0.046324,0.052533,0.094744,0.143954,0.068083,0.033034,0.03366,0.017838,0.101661
0.635257,0.015777,0.031987,0.074098,0.124723,0.055339,0.019288,0.011015,0.00493,0.027585
0.697529,0.026156,0.023752,0.037271,0.063707,0.034827,0.022911,0.02223,0.011956,0.059661
0.541111,0.032495,0.042281,0.073333,0.100916,0.061365,0.035322,0.026257,0.015263,0.071657
0.426276,0.017899,0.037216,0.10962,0.243373,0.084287,0.023425,0.01516,0.006602,0.03614
0.446832,0.0202,0.036623,0.120833,0.24347,0.06981,0.017714,0.012646,0.004508,0.027364
0.643181,0.015062,0.0299,0.066438,0.125514,0.054382,0.020833,0.011847,0.005273,0.027569
0.418434,0.024008,0.045761,0.118326,0.203842,0.095689,0.0296,0.01838,0.007179,0.038781
0.507466,0.019165,0.037412,0.09814,0.174174,0.078808,0.026568,0.016162,0.006861,0.035244
0.443384,0.037879,0.046616,0.080606,0.132828,0.077222,0.042323,0.032576,0.01904,0.087525
0.410833,0.025069,0.04294,0.11794,0.215602,0.090417,0.029653,0.017384,0.007593,0.042569
0.356332,0.05623,0.059416,0.078166,0.103922,0.075123,0.050531,0.045343,0.027471,0.147467
0.519897,0.042695,0.0384,0.053248,0.084727,0.049091,0.035042,0.04089,0.024603,0.111408
0.539694,0.047723,0.020616,0.032907,0.070135,0.04072,0.028547,0.045612,0.031053,0.142992
0.54386,0.030517,0.03729,0.071804,0.122585,0.062643,0.031349,0.023614,0.011862,0.064476
0.489995,0.0259,0.041795,0.097351,0.163272,0.071785,0.030221,0.020988,0.009336,0.049357
0.486799,0.023779,0.035668,0.095739,0.192058,0.077464,0.02924,0.017522,0.006127,0.035604
0.556362,0.02954,0.035819,0.062228,0.111748,0.060148,0.032782,0.027815,0.014339,0.06922
0.521737,0.04698,0.024647,0.038139,0.064727,0.034987,0.025551,0.046936,0.033091,0.163205
0.645573,0.035909,0.042535,0.075072,0.081568,0.032885,0.016652,0.014742,0.006887,0.048177
0.686485,0.018475,0.03434,0.074057,0.103363,0.040059,0.012598,0.007775,0.002504,0.020346
0.446419,0.040278,0.051801,0.079536,0.122331,0.067708,0.040299,0.033268,0.018338,0.100022
0.5261,0.040131,0.042375,0.064902,0.082462,0.053115,0.036688,0.038867,0.021656,0.093704
0.468616,0.04554,0.051861,0.087696,0.112536,0.058026,0.034589,0.030426,0.01587,0.094841
0.466334,0.04603,0.047813,0.074371,0.093117,0.062758,0.039485,0.035614,0.022124,0.112355
0.424546,0.051327,0.056802,0.072249,0.098446,0.061521,0.042379,0.039062,0.022926,0.130743
0.438167,0.019841,0.04513,0.115801,0.19881,0.087987,0.031421,0.017929,0.005952,0.038961
0.392824,0.057222,0.052431,0.066574,0.096829,0.062963,0.04662,0.046319,0.028218,0.15
0.414396,0.024849,0.047513,0.115398,0.187887,0.088363,0.038728,0.01965,0.009549,0.053667
0.558951,0.041547,0.037981,0.046547,0.0632,0.0467,0.036684,0.039107,0.024007,0.105276
0.420666,0.025542,0.051815,0.140953,0.231897,0.074174,0.016039,0.008729,0.002902,0.027283
0.446567,0.033932,0.048638,0.098803,0.152428,0.069052,0.035205,0.0299,0.014239,0.071238
0.441756,0.034818,0.052163,0.092998,0.133353,0.072517,0.041379,0.035234,0.015745,0.080037
0.365465,0.022973,0.043969,0.123173,0.237262,0.091667,0.03531,0.024199,0.009535,0.046446
0.388704,0.027037,0.052546,0.12544,0.202454,0.088565,0.033171,0.020741,0.008912,0.052431
0.491854,0.014913,0.03312,0.10568,0.202279,0.074564,0.024083,0.015002,0.005631,0.032875
0.405628,0.019841,0.039738,0.12827,0.237648,0.085429,0.02367,0.017885,0.006204,0.035686
0.38516,0.014713,0.037164,0.138838,0.263496,0.095408,0.023186,0.01172,0.004439,0.025875
0.405686,0.023329,0.047678,0.126975,0.219575,0.086719,0.026432,0.018598,0.00714,0.037869
0.491387,0.030739,0.046781,0.090924,0.134798,0.068475,0.033915,0.024602,0.011843,0.066537
0.480914,0.048365,0.04151,0.058109,0.079256,0.051008,0.037634,0.041846,0.028607,0.132751
0.509637,0.042809,0.042259,0.0565,0.083849,0.051604,0.03702,0.040662,0.023483,0.112176
0.454701,0.041401,0.052166,0.088783,0.135323,0.068758,0.03449,0.028464,0.013667,0.082248
0.492533,0.039387,0.046662,0.083681,0.116489,0.055138,0.030893,0.029692,0.016117,0.089408
0.514272,0.060676,0.041981,0.053089,0.076784,0.038154,0.027046,0.039906,0.022403,0.125689
0.542681,0.028765,0.049524,0.09515,0.128219,0.060212,0.023527,0.014991,0.007425,0.049506
0.766551,0.012797,0.026244,0.070704,0.084337,0.023196,0.004377,0.0021,0.000734,0.008959
0.547895,0.022646,0.040068,0.090034,0.135691,0.065256,0.027214,0.017574,0.008254,0.045367
0.403707,0.029798,0.048799,0.11894,0.200111,0.085586,0.033337,0.022469,0.008955,0.048298
0.533077,0.018512,0.036586,0.110855,0.187774,0.05985,0.015753,0.010051,0.003655,0.023885
0.641799,0.013152,0.030209,0.081215,0.145023,0.049348,0.011457,0.006152,0.002689,0.018954
0.509777,0.019554,0.042673,0.105361,0.17472,0.069973,0.022949,0.014128,0.005921,0.034944
0.472046,0.040864,0.050018,0.07836,0.112187,0.068836,0.040106,0.030176,0.01582,0.091587
0.495434,0.053889,0.037535,0.071424,0.124583,0.039444,0.020712,0.039028,0.01684,0.101111
0.583253,0.035526,0.04231,0.063416,0.094152,0.044737,0.026395,0.02527,0.013053,0.071888
0.470946,0.023935,0.045688,0.108781,0.190156,0.073792,0.024113,0.015773,0.006722,0.040094
0.350181,0.05467,0.067774,0.112581,0.148249,0.077858,0.039452,0.035165,0.017291,0.096779
0.556245,0.030352,0.041139,0.078368,0.128467,0.059775,0.025162,0.02,0.0091,0.051392
0.412863,0.053217,0.050513,0.072093,0.109956,0.060345,0.043864,0.046963,0.0262,0.123986
0.512626,0.042436,0.043043,0.068372,0.100801,0.052802,0.031385,0.035961,0.019917,0.092656
0.493171,0.020486,0.03968,0.115432,0.19265,0.071084,0.019155,0.012731,0.005093,0.030517
0.575802,0.032525,0.036249,0.059196,0.09328,0.054381,0.031804,0.029824,0.016472,0.070468
0.542601,0.018576,0.029794,0.12098,0.226749,0.031544,0.007559,0.006571,0.001536,0.014089
0.482736,0.040937,0.041675,0.088092,0.14674,0.056621,0.028207,0.031093,0.01352,0.070381
0.51783,0.035609,0.037589,0.075075,0.137097,0.0589,0.029876,0.026908,0.013002,0.068114
0.404471,0.026624,0.042705,0.118094,0.230936,0.083603,0.029297,0.017121,0.006329,0.04082
0.495158,0.021836,0.038194,0.101196,0.192631,0.068538,0.023013,0.016667,0.006076,0.03669
0.438272,0.024725,0.041717,0.118357,0.214355,0.073957,0.024977,0.018233,0.006928,0.03848
0.447912,0.025313,0.049463,0.138228,0.179914,0.072491,0.024711,0.016915,0.006654,0.0384
0.558787,0.021288,0.0404,0.139839,0.156049,0.03552,0.010117,0.010446,0.00302,0.024533
0.611184,0.013896,0.02801,0.092593,0.176969,0.037486,0.009882,0.008419,0.00255,0.019011
0.413798,0.03087,0.042235,0.135461,0.233717,0.061853,0.020568,0.018519,0.004937,0.038043
0.472887,0.029024,0.046119,0.100645,0.1561,0.076106,0.03228,0.021664,0.010367,0.054808
0.360255,0.028729,0.045924,0.148782,0.280156,0.064878,0.020072,0.016386,0.004114,0.030703
0.625975,0.023992,0.035163,0.087944,0.136865,0.044403,0.010965,0.00806,0.003374,0.023261
0.628706,0.017347,0.02567,0.068177,0.154817,0.046159,0.016934,0.012043,0.004285,0.025863
0.488422,0.046228,0.041005,0.070999,0.116419,0.055092,0.030578,0.034787,0.020614,0.095857
0.4574,0.026066,0.040908,0.10938,0.213547,0.06355,0.023187,0.019044,0.006497,0.040422
0.503125,0.044724,0.040756,0.069301,0.104651,0.050897,0.029005,0.034008,0.021202,0.102331
0.494911,0.045824,0.043143,0.067424,0.117502,0.04796,0.030167,0.030361,0.018337,0.104371
0.451206,0.040039,0.04886,0.084347,0.134569,0.068497,0.036433,0.034074,0.017577,0.084397
0.455896,0.055215,0.04469,0.063617,0.103881,0.054548,0.033429,0.036697,0.020588,0.131441
0.550217,0.044579,0.037236,0.050553,0.075468,0.043334,0.027815,0.030702,0.019813,0.120283
0.491097,0.047749,0.045157,0.061952,0.097564,0.053932,0.03443,0.033447,0.019573,0.1151
0.423167,0.042894,0.043385,0.083333,0.153772,0.066498,0.033553,0.032723,0.016753,0.103921
0.503761,0.053866,0.033993,0.037808,0.065497,0.031326,0.028836,0.04509,0.031219,0.168605
0.577005,0.040737,0.036424,0.051358,0.084461,0.044841,0.02617,0.027684,0.014693,0.096627
0.514096,0.0499,0.034863,0.047745,0.065088,0.035889,0.029368,0.041855,0.028267,0.152928
0.488603,0.05055,0.047122,0.066032,0.10163,0.054677,0.034614,0.031365,0.016952,0.108455
0.43994,0.048267,0.047667,0.07787,0.10894,0.053985,0.040136,0.040148,0.02183,0.121217
0.484286,0.054024,0.030663,0.028888,0.045062,0.033892,0.036229,0.055568,0.042905,0.188483
0.425118,0.068034,0.03047,0.026143,0.040545,0.026047,0.029594,0.066667,0.056314,0.231068
0.416695,0.06005,0.047169,0.060092,0.086834,0.053161,0.03706,0.047379,0.029346,0.162214
0.431122,0.06233,0.043896,0.05035,0.079837,0.041619,0.03511,0.047241,0.035138,0.173356
0.484869,0.055145,0.038933,0.046313,0.074221,0.041296,0.033786,0.04386,0.030291,0.151286
0.43994,0.048267,0.047667,0.07787,0.10894,0.053985,0.040136,0.040148,0.02183,0.121217
0.368721,0.066632,0.0507,0.058065,0.093756,0.052042,0.040838,0.053338,0.036613,0.179295
0.491097,0.047749,0.045157,0.061952,0.097564,0.053932,0.03443,0.033447,0.019573,0.1151
0.443137,0.047968,0.048925,0.071957,0.10621,0.055308,0.036673,0.038877,0.026522,0.124423
0.468844,0.061549,0.033679,0.03893,0.060938,0.034127,0.029976,0.050163,0.038329,0.183466
0.283924,0.036556,0.07068,0.143298,0.18759,0.112942,0.048007,0.027778,0.014577,0.074649
0.405994,0.05766,0.062335,0.078899,0.088985,0.062004,0.040645,0.039502,0.024681,0.139295
0.34525,0.061981,0.066699,0.087407,0.104654,0.068986,0.046667,0.046232,0.027713,0.144412
0.375021,0.055274,0.061306,0.079993,0.093678,0.064913,0.051426,0.049214,0.030019,0.139157
0.29925,0.051417,0.076319,0.129972,0.161708,0.095722,0.046111,0.029944,0.016819,0.092736
0.317747,0.053916,0.073118,0.119907,0.152602,0.090783,0.044711,0.031978,0.017021,0.098217
0.256387,0.051006,0.074365,0.124183,0.156714,0.10918,0.059362,0.03968,0.022634,0.106488
0.380611,0.047615,0.06921,0.100636,0.127535,0.081927,0.045666,0.031353,0.018006,0.097442
0.254274,0.057538,0.080128,0.12902,0.164853,0.100582,0.052154,0.036339,0.018162,0.10695
0.311931,0.053261,0.071414,0.101466,0.136635,0.089445,0.055353,0.040672,0.023331,0.116492
0.290185,0.037237,0.06245,0.140148,0.227243,0.101253,0.040308,0.023739,0.010918,0.066519
0.408905,0.040857,0.057746,0.119365,0.162063,0.075937,0.032254,0.021365,0.010683,0.070825
0.820316,0.018326,0.013141,0.016296,0.025981,0.015967,0.011797,0.016859,0.011838,0.049479
0.288373,0.058182,0.071181,0.095709,0.130253,0.083289,0.056668,0.046875,0.027956,0.141515
0.413363,0.051143,0.050034,0.076871,0.118779,0.061198,0.037881,0.042511,0.024185,0.124035
0.346252,0.05576,0.058109,0.080933,0.111264,0.075163,0.052849,0.04713,0.031607,0.140931
0.254826,0.060972,0.057272,0.101083,0.183076,0.087087,0.047324,0.05089,0.022308,0.135162
0.712947,0.025768,0.024234,0.031381,0.048789,0.028729,0.021452,0.021654,0.013806,0.07124
0.593636,0.035272,0.033257,0.04591,0.075977,0.040659,0.029365,0.030769,0.017979,0.097176
0.356753,0.058676,0.061881,0.08294,0.121964,0.074702,0.050467,0.043072,0.02491,0.124635
0.335912,0.055616,0.057444,0.085628,0.131457,0.077912,0.048631,0.048936,0.024407,0.134056
0.576468,0.038728,0.034961,0.051755,0.085225,0.04792,0.029419,0.033236,0.017112,0.085175
0.573283,0.0386,0.031597,0.049614,0.088966,0.04647,0.030652,0.033565,0.018094,0.089159
0.334712,0.042705,0.062557,0.124492,0.191959,0.098594,0.036976,0.020216,0.010199,0.07759
0.414558,0.04243,0.051407,0.093185,0.144328,0.083985,0.040265,0.030372,0.014055,0.085415
0.823905,0.012919,0.014799,0.026823,0.04204,0.022855,0.011785,0.010473,0.005669,0.028733
0.559338,0.030924,0.03798,0.069715,0.121488,0.059242,0.028398,0.022724,0.010345,0.059846
0.522709,0.03601,0.038222,0.071265,0.12458,0.062052,0.03139,0.031222,0.013189,0.06936
0.340166,0.057685,0.05818,0.086799,0.125272,0.067736,0.048079,0.046395,0.027332,0.142355
0.513301,0.045064,0.046726,0.057792,0.075077,0.051313,0.038126,0.036148,0.023105,0.113347
0.71441,0.024166,0.027468,0.037373,0.057927,0.031824,0.02026,0.018214,0.009859,0.058501
0.420219,0.054345,0.051777,0.07003,0.108198,0.061449,0.043383,0.04176,0.023853,0.124987
0.362533,0.062218,0.058536,0.074762,0.107254,0.069951,0.048582,0.04903,0.026784,0.14035
0.537914,0.027171,0.041979,0.083755,0.11128,0.057377,0.03309,0.026547,0.013577,0.067311
0.373483,0.064017,0.038893,0.049509,0.074832,0.05356,0.042585,0.057032,0.041687,0.204402
0.520214,0.045151,0.042757,0.052566,0.07283,0.054053,0.040808,0.038611,0.022955,0.110054
0.461272,0.033724,0.04798,0.087052,0.129063,0.081474,0.04146,0.02764,0.015519,0.074816
0.469745,0.037456,0.052374,0.086515,0.106539,0.060852,0.039685,0.033874,0.018842,0.094117
0.429872,0.053556,0.045636,0.061891,0.082046,0.045438,0.040251,0.051715,0.0354,0.154193
0.437888,0.041365,0.048999,0.081716,0.103218,0.064657,0.043931,0.041451,0.022623,0.114152
0.484287,0.037272,0.049867,0.093397,0.141263,0.067699,0.030426,0.023462,0.010632,0.061696
0.396875,0.053259,0.050065,0.072452,0.087975,0.0588,0.046746,0.053709,0.033543,0.146576
0.517389,0.04009,0.042552,0.062707,0.080635,0.046836,0.033731,0.039634,0.023747,0.11268
0.400301,0.048223,0.056964,0.078607,0.111872,0.068878,0.048886,0.043253,0.024605,0.118412
0.420129,0.031012,0.043076,0.0938,0.214412,0.089949,0.030811,0.020075,0.008145,0.048591
0.515577,0.04714,0.0374,0.046273,0.078622,0.043319,0.037096,0.042276,0.026805,0.125492
0.589168,0.033425,0.039844,0.05517,0.087389,0.044584,0.029706,0.026347,0.014094,0.080273
0.485453,0.042982,0.043056,0.061927,0.103862,0.06021,0.039059,0.034844,0.020504,0.108102
0.571042,0.042686,0.035596,0.047919,0.071353,0.043629,0.030159,0.032347,0.019691,0.105577
0.468708,0.04188,0.049858,0.071716,0.107676,0.060383,0.04177,0.034236,0.019057,0.104717
0.530942,0.047882,0.035265,0.044976,0.079652,0.038916,0.032463,0.041232,0.025192,0.12348
0.37345,0.044369,0.059525,0.104984,0.154422,0.084046,0.042431,0.029621,0.016382,0.09077
0.399636,0.05539,0.053461,0.077588,0.106481,0.069403,0.044918,0.042025,0.02589,0.125207
0.455885,0.042654,0.049001,0.077863,0.122515,0.072563,0.037841,0.031896,0.017739,0.092044
0.369538,0.042073,0.056877,0.10226,0.160362,0.083236,0.044486,0.030566,0.016429,0.094173
0.296692,0.042682,0.062682,0.126845,0.198736,0.10539,0.043844,0.026973,0.013525,0.082631
0.452188,0.038735,0.050427,0.082564,0.129607,0.074359,0.040991,0.030068,0.01641,0.08465
0.299571,0.040663,0.064561,0.123918,0.178421,0.100273,0.050975,0.032125,0.017485,0.092008
0.382767,0.045615,0.056623,0.096476,0.140947,0.083038,0.044509,0.031443,0.01848,0.100103
0.345393,0.046921,0.0586,0.09611,0.153261,0.092188,0.04654,0.03432,0.021236,0.105433
0.400086,0.0466,0.05521,0.093975,0.13538,0.077101,0.040797,0.030595,0.016979,0.103276
0.433321,0.046848,0.045972,0.074732,0.119536,0.071396,0.041698,0.035282,0.020875,0.110341
0.328134,0.056935,0.061687,0.099973,0.146062,0.085389,0.044243,0.033297,0.018494,0.125786
0.337102,0.052385,0.056913,0.096767,0.145249,0.087833,0.047686,0.036331,0.019889,0.119845
0.436042,0.051867,0.050598,0.079109,0.112636,0.066134,0.03931,0.032084,0.018247,0.113974
0.328588,0.052329,0.061675,0.104586,0.151013,0.078009,0.043273,0.035749,0.019242,0.125535
0.34263,0.059878,0.068013,0.108447,0.141001,0.079025,0.039442,0.028713,0.015646,0.117205
0.374339,0.055026,0.059043,0.089626,0.122936,0.074739,0.043466,0.036492,0.020443,0.12389
0.310212,0.05291,0.061619,0.109661,0.164423,0.089175,0.044751,0.037513,0.017989,0.111746
0.316305,0.055868,0.062595,0.104438,0.154477,0.090495,0.046083,0.032004,0.017083,0.120651
0.321481,0.05381,0.058492,0.102765,0.156005,0.084312,0.044762,0.034788,0.018519,0.125066
0.594026,0.042056,0.021942,0.032723,0.081039,0.026397,0.019959,0.037624,0.023724,0.120511
0.573367,0.038382,0.031475,0.041498,0.070796,0.037519,0.030856,0.036055,0.023761,0.116291
0.473681,0.051792,0.037144,0.055585,0.087506,0.049574,0.03481,0.051325,0.029674,0.12891
0.528844,0.04995,0.036356,0.044526,0.067561,0.035698,0.029843,0.040918,0.025849,0.140455
0.621795,0.039997,0.026531,0.042802,0.063123,0.03332,0.024127,0.035101,0.01903,0.094173
0.583708,0.037865,0.028288,0.042015,0.099578,0.04074,0.027727,0.037967,0.018558,0.083554
0.557122,0.044424,0.031224,0.041646,0.059837,0.038346,0.029845,0.043964,0.027026,0.126566
0.567985,0.019106,0.028868,0.076154,0.16712,0.057652,0.021823,0.018535,0.006525,0.036232
0.440769,0.058803,0.035256,0.052607,0.082692,0.050513,0.036752,0.055299,0.036581,0.150726
0.534617,0.047173,0.028725,0.045139,0.070006,0.043315,0.031846,0.048295,0.028865,0.122019
0.55749,0.043948,0.030405,0.045218,0.072592,0.042302,0.028991,0.039848,0.025121,0.114085
0.526219,0.048399,0.031463,0.041596,0.064201,0.039966,0.0304,0.041808,0.028557,0.147392
0.650582,0.037352,0.02451,0.030305,0.04302,0.029795,0.022135,0.032399,0.022493,0.107409
0.428897,0.051522,0.04313,0.060825,0.083984,0.057442,0.040073,0.051327,0.032852,0.149948
0.427116,0.053671,0.041104,0.067923,0.113856,0.063856,0.04246,0.047718,0.024107,0.118188
