Color_0_0,Color_0_1,Color_0_2,Color_1_0,Color_1_1,Color_1_2,Color_2_0,Color_2_1,Color_2_2,Color_3_0,Color_3_1,Color_3_2,color_4_0,Color_4_1,Color_4_2,Color_5_0,Color_5_1,Color_5_2,Color_6_0,Color_6_1,Color_6_2,Color_7_0,Color_7_1,Color_7_2,Color_8_0,Color_8_1,Color_8_2,Color_9_0,Color_9_1,Color_9_2,Color_10_0,Color_10_1,Color_10_2,Color_11_0,Color_11_1,Color_11_2,Color_12_0,Color_12_1,Color_12_2,Color_13_0,Color_13_1,Color_13_2,Color_14_0,Color_14_1,Color_14_2,Color_15_0,Color_15_1,Color_15_2
0.511871,0.329541,0.399241,0.259726,0.215395,0.218243,0.026015,0.023004,0.023049,0.000818,0.000712,0.000721,0.61749,0.572405,0.563989,0.503204,0.464037,0.459015,0.207103,0.188427,0.188331,0.043461,0.037976,0.038791,0.745806,0.711127,0.695258,0.661988,0.623675,0.613051,0.487999,0.448692,0.446955,0.288522,0.258612,0.260732,0.817294,0.783172,0.764375,0.724848,0.688837,0.675718,0.552155,0.515218,0.511276,0.364414,0.359863,0.347583
0.329652,0.279048,0.261706,0.21001,0.197702,0.168721,0.054691,0.053486,0.045429,0.005814,0.005781,0.004943,0.399486,0.380214,0.34288,0.307293,0.296884,0.266369,0.146974,0.143582,0.126688,0.04644,0.04557,0.039012,0.564486,0.541018,0.506175,0.446915,0.430363,0.398415,0.296032,0.2863,0.259136,0.185211,0.181852,0.157554,0.709165,0.678147,0.636557,0.545601,0.520215,0.484968,0.367267,0.355554,0.321494,0.237998,0.260203,0.212201
0.303236,0.250237,0.225372,0.182879,0.165495,0.145498,0.038254,0.035474,0.029024,0.002814,0.002894,0.001863,0.431029,0.396692,0.372587,0.302504,0.280416,0.259794,0.112214,0.105975,0.092529,0.024375,0.024609,0.018495,0.518068,0.479636,0.458366,0.393363,0.364374,0.342374,0.20373,0.191005,0.167422,0.095732,0.093869,0.075825,0.463061,0.428434,0.403565,0.366309,0.337281,0.307446,0.238142,0.221607,0.19246,0.113754,0.133042,0.113194
0.325874,0.258758,0.195079,0.449396,0.446953,0.335734,0.584011,0.576873,0.49944,0.6867,0.673542,0.617065,0.17014,0.171184,0.105773,0.375228,0.380721,0.262357,0.510338,0.507164,0.426385,0.59655,0.587498,0.533236,0.012456,0.012921,0.005676,0.121253,0.12344,0.091059,0.367568,0.368464,0.321755,0.460035,0.461884,0.414702,0.000178,0.000184,0.000111,0.013938,0.014304,0.011969,0.185136,0.195766,0.167092,0.311329,0.386903,0.331158
0.542195,0.431437,0.38264,0.410283,0.344686,0.2928,0.082732,0.070877,0.059901,0.002803,0.002496,0.002153,0.634349,0.562012,0.48811,0.558845,0.502218,0.443485,0.275476,0.251984,0.227478,0.046843,0.044796,0.041252,0.736766,0.680334,0.624446,0.668711,0.625148,0.577427,0.537637,0.511766,0.475977,0.274298,0.275206,0.250158,0.78092,0.748935,0.709053,0.708398,0.682488,0.644641,0.601002,0.584749,0.546539,0.361895,0.441493,0.356165
0.517129,0.411331,0.444675,0.634676,0.589613,0.632809,0.735732,0.703564,0.75864,0.795962,0.76965,0.818275,0.300801,0.276809,0.281247,0.518419,0.485863,0.515759,0.66835,0.634238,0.684253,0.714087,0.68576,0.737814,0.036087,0.034935,0.034618,0.18966,0.179321,0.191195,0.480798,0.454545,0.490712,0.557477,0.52977,0.570662,0.001183,0.001136,0.001194,0.028893,0.02738,0.029644,0.248916,0.235881,0.256007,0.350883,0.355247,0.382205
0.450597,0.32706,0.31552,0.279287,0.215956,0.182468,0.047395,0.034613,0.024995,0.002389,0.001619,0.00097,0.578816,0.529574,0.508746,0.433791,0.395683,0.378323,0.168812,0.145631,0.135816,0.033844,0.028232,0.025909,0.793314,0.790286,0.790336,0.651501,0.645096,0.645175,0.455075,0.437275,0.425073,0.260317,0.245383,0.230224,0.908221,0.914567,0.91666,0.763165,0.767693,0.770302,0.553924,0.547626,0.538215,0.349435,0.392903,0.344036
0.45854,0.377979,0.42721,0.332056,0.297326,0.316352,0.076457,0.069757,0.073829,0.002544,0.002303,0.002436,0.552697,0.522876,0.56781,0.479622,0.450936,0.486286,0.264758,0.250044,0.269584,0.05729,0.054537,0.057677,0.658607,0.638766,0.699347,0.58215,0.561038,0.61496,0.462472,0.446803,0.485148,0.293622,0.289317,0.300442,0.721099,0.702866,0.760308,0.642747,0.622566,0.680157,0.511739,0.493906,0.535597,0.335618,0.395417,0.373523
0.481646,0.334324,0.25004,0.322358,0.244241,0.16799,0.070239,0.054885,0.037258,0.006483,0.005403,0.003746,0.579261,0.462716,0.31163,0.453985,0.368443,0.26045,0.223184,0.186055,0.139867,0.075926,0.065654,0.050262,0.728361,0.609672,0.453397,0.583541,0.494199,0.382646,0.403996,0.348746,0.28228,0.286315,0.251897,0.200566,0.838731,0.724566,0.575286,0.68225,0.594807,0.490275,0.471217,0.417742,0.356655,0.35608,0.336727,0.262047
0.407174,0.298295,0.269903,0.279948,0.214766,0.191748,0.063183,0.048414,0.044916,0.004797,0.003648,0.003511,0.468689,0.387396,0.349786,0.363777,0.301193,0.282824,0.185474,0.149484,0.14537,0.069506,0.056739,0.055582,0.575074,0.502032,0.475094,0.47134,0.406194,0.391947,0.337197,0.283942,0.278488,0.242439,0.209075,0.205168,0.658314,0.596885,0.585314,0.546046,0.485161,0.477251,0.411647,0.361959,0.35641,0.296973,0.293266,0.271119
0.500921,0.33546,0.282338,0.328911,0.257265,0.186904,0.064931,0.053531,0.03883,0.003125,0.002721,0.00208,0.593334,0.487121,0.354429,0.479946,0.401176,0.300139,0.240195,0.20637,0.160122,0.045806,0.040438,0.032347,0.720638,0.609046,0.471696,0.596647,0.518267,0.414746,0.454153,0.410554,0.341431,0.2911,0.265838,0.215882,0.78168,0.678899,0.559879,0.674776,0.595669,0.497247,0.512545,0.465104,0.392337,0.377305,0.373729,0.286526
0.312537,0.216184,0.22347,0.210755,0.167597,0.150807,0.043125,0.034084,0.029263,0.002439,0.001652,0.001375,0.397098,0.330842,0.306665,0.318691,0.264591,0.235551,0.143324,0.11596,0.105235,0.027039,0.021121,0.019475,0.569111,0.509076,0.486437,0.455666,0.394257,0.364909,0.317508,0.271118,0.256379,0.166009,0.142841,0.135135,0.702111,0.648247,0.629613,0.556969,0.502475,0.481829,0.382142,0.342036,0.32839,0.208011,0.243646,0.196118
0.444767,0.402895,0.449569,0.273756,0.283272,0.291461,0.061488,0.064916,0.066612,0.005365,0.005607,0.005836,0.54356,0.5824,0.593334,0.429847,0.462717,0.468563,0.203481,0.220668,0.225262,0.066383,0.072935,0.075455,0.707579,0.74993,0.758092,0.589647,0.631729,0.637014,0.402702,0.440232,0.449737,0.25554,0.288551,0.29561,0.810487,0.849471,0.855896,0.684205,0.726465,0.734896,0.487093,0.530238,0.54504,0.328157,0.393736,0.388553
0.373242,0.275596,0.252886,0.232023,0.184868,0.159553,0.015205,0.012483,0.011051,0.000129,0.000102,9.3E-05,0.472741,0.396777,0.354377,0.384269,0.32322,0.289752,0.096434,0.081653,0.074352,0.00967,0.007731,0.007162,0.646852,0.581596,0.546759,0.55879,0.497123,0.471609,0.348413,0.30723,0.29047,0.142664,0.126036,0.11425,0.791249,0.734993,0.709972,0.678763,0.621821,0.601941,0.471774,0.436345,0.414113,0.196044,0.272355,0.193142
0.416017,0.345389,0.394414,0.234634,0.235026,0.244821,0.060634,0.067186,0.069044,0.014229,0.01557,0.014624,0.536065,0.5374,0.554878,0.375793,0.406277,0.431867,0.160421,0.195526,0.215861,0.078262,0.099384,0.108073,0.704562,0.715785,0.742077,0.534575,0.583406,0.627957,0.319263,0.400362,0.458209,0.220219,0.304723,0.357476,0.812579,0.817615,0.840979,0.640175,0.673328,0.712863,0.390697,0.474926,0.540324,0.277751,0.382568,0.443181
0.377958,0.310682,0.347793,0.247123,0.233422,0.237743,0.03853,0.039786,0.038914,0.002026,0.002335,0.002127,0.46571,0.448144,0.459172,0.395767,0.38657,0.393953,0.175482,0.175217,0.175581,0.036704,0.037883,0.036504,0.59354,0.578384,0.590714,0.516346,0.504731,0.515893,0.378412,0.373181,0.37886,0.21901,0.222457,0.21725,0.671903,0.660526,0.676801,0.584625,0.571334,0.585067,0.431913,0.425389,0.432111,0.266824,0.302522,0.281871
0.424558,0.36181,0.401666,0.287032,0.269463,0.278731,0.038216,0.036639,0.037387,0.001041,0.00098,0.000987,0.481976,0.470971,0.478907,0.428583,0.419426,0.426116,0.213043,0.208193,0.211191,0.05011,0.048836,0.049483,0.594409,0.588126,0.594739,0.519075,0.511477,0.518125,0.415419,0.407455,0.413101,0.29887,0.294508,0.29715,0.688539,0.684879,0.69052,0.583008,0.577368,0.584046,0.440797,0.4344,0.440676,0.344686,0.359368,0.352452
0.326027,0.259719,0.271622,0.204246,0.191711,0.175458,0.034569,0.033249,0.029967,0.00194,0.00183,0.001651,0.405607,0.39053,0.36246,0.325432,0.316753,0.290327,0.157681,0.153238,0.139469,0.031988,0.031079,0.028267,0.552633,0.544778,0.520881,0.450301,0.442861,0.417556,0.332696,0.328342,0.30509,0.186295,0.186028,0.170321,0.660627,0.653965,0.629775,0.537838,0.5331,0.510567,0.384047,0.3853,0.363532,0.222223,0.270713,0.219459
0.373291,0.329522,0.317611,0.232076,0.219416,0.189756,0.053391,0.047645,0.036708,0.004262,0.003467,0.002275,0.449953,0.453455,0.419067,0.363228,0.362732,0.329867,0.147862,0.144112,0.125127,0.028473,0.026793,0.021243,0.586222,0.600561,0.570181,0.524476,0.534875,0.502813,0.375513,0.379083,0.347266,0.175618,0.177308,0.14948,0.697784,0.71486,0.68378,0.617914,0.630414,0.595209,0.476559,0.488372,0.447604,0.236142,0.315224,0.233658
0.529286,0.375539,0.435679,0.281869,0.257657,0.252699,0.032944,0.032095,0.031361,0.000803,0.000822,0.000852,0.64711,0.6398,0.625391,0.535666,0.535016,0.517914,0.21087,0.212382,0.20606,0.03037,0.031006,0.03004,0.774053,0.775904,0.757344,0.690621,0.695514,0.673605,0.513312,0.518981,0.499062,0.27126,0.281246,0.262924,0.827615,0.833274,0.815597,0.751315,0.756274,0.736091,0.587609,0.59649,0.573421,0.373526,0.432583,0.384615
0.513282,0.379203,0.424667,0.234442,0.214974,0.208344,0.020136,0.020153,0.019126,0.000247,0.000265,0.000263,0.642437,0.640407,0.576785,0.485212,0.484001,0.43113,0.120923,0.122277,0.109262,0.012229,0.014169,0.014536,0.75994,0.789773,0.747473,0.681939,0.705132,0.662822,0.413284,0.434883,0.410264,0.163007,0.187008,0.186048,0.810918,0.855204,0.83539,0.739763,0.786667,0.768484,0.521067,0.56449,0.54323,0.263227,0.346035,0.313219
0.474809,0.417226,0.452836,0.313373,0.312773,0.314577,0.082388,0.084338,0.083839,0.005049,0.00523,0.005116,0.611777,0.61506,0.606477,0.476852,0.482381,0.477825,0.24509,0.250549,0.248025,0.064834,0.066776,0.066097,0.782999,0.78962,0.78556,0.65308,0.658228,0.653822,0.454584,0.463058,0.460363,0.271608,0.282301,0.279309,0.871721,0.878404,0.877881,0.765167,0.768634,0.761219,0.555141,0.569527,0.56538,0.320967,0.379603,0.350831
0.758168,0.77717,0.740994,0.656129,0.669185,0.623912,0.459979,0.462984,0.423916,0.250743,0.240218,0.259665,0.798613,0.822819,0.794077,0.670931,0.689056,0.652258,0.392228,0.405157,0.366682,0.178685,0.19235,0.170132,0.703872,0.723913,0.691214,0.53762,0.550505,0.512347,0.189427,0.19714,0.171643,0.032762,0.036205,0.029702,0.509826,0.541683,0.465469,0.327519,0.339024,0.302962,0.056548,0.061721,0.050307,0.004878,0.005938,0.004353
0.499661,0.357958,0.388721,0.305021,0.267641,0.256361,0.046086,0.042673,0.040574,0.001706,0.001609,0.001536,0.616122,0.583996,0.552636,0.498067,0.474454,0.448238,0.227036,0.217731,0.207009,0.06161,0.059871,0.056279,0.763227,0.744793,0.707484,0.664648,0.643313,0.611328,0.479204,0.464949,0.441033,0.312673,0.308852,0.288944,0.832904,0.818534,0.77918,0.741192,0.720894,0.684407,0.557547,0.541106,0.513206,0.376787,0.39993,0.366458
0.518382,0.3771,0.368612,0.324775,0.26602,0.243703,0.04751,0.03754,0.034692,0.001713,0.00116,0.001116,0.649153,0.591416,0.546803,0.530876,0.486333,0.453216,0.20671,0.184103,0.174877,0.038241,0.033051,0.031963,0.802641,0.761631,0.713793,0.707231,0.667397,0.625354,0.481201,0.453367,0.43118,0.244785,0.235013,0.221772,0.873287,0.846469,0.802123,0.784272,0.753059,0.710961,0.572802,0.551166,0.520835,0.327552,0.389229,0.331688
0.436036,0.36385,0.409934,0.245746,0.24056,0.247937,0.041766,0.043024,0.044668,0.002571,0.002724,0.002904,0.544925,0.55339,0.548754,0.440956,0.44731,0.443142,0.199265,0.205188,0.207632,0.055839,0.05894,0.060973,0.688994,0.699131,0.687352,0.59461,0.601025,0.589837,0.405781,0.415771,0.414347,0.246823,0.262461,0.265597,0.763375,0.775219,0.764707,0.670386,0.680649,0.669334,0.460192,0.475472,0.471623,0.293399,0.347658,0.329285
0.290008,0.264945,0.130858,0.3466,0.325235,0.221772,0.463373,0.441695,0.370401,0.542768,0.528347,0.473478,0.194717,0.185641,0.092883,0.284826,0.266224,0.188259,0.386874,0.366433,0.300235,0.455788,0.438373,0.384756,0.036522,0.035593,0.0168,0.144448,0.139607,0.096854,0.293276,0.275616,0.228593,0.34418,0.326673,0.284535,0.002752,0.002986,0.001089,0.041293,0.040896,0.026446,0.194216,0.182464,0.146577,0.215239,0.258834,0.213371
0.448688,0.320037,0.348335,0.239802,0.216972,0.20478,0.027132,0.02642,0.024705,0.001287,0.001242,0.001204,0.52333,0.504307,0.478057,0.402818,0.397175,0.37367,0.162679,0.163656,0.155983,0.042414,0.043316,0.041678,0.624398,0.611687,0.58555,0.529441,0.52539,0.500395,0.354379,0.359884,0.343158,0.235372,0.243528,0.2315,0.66732,0.65938,0.634198,0.592862,0.591251,0.564726,0.418079,0.426133,0.404359,0.282464,0.313846,0.287437
0.299604,0.263315,0.32628,0.14765,0.165897,0.187332,0.038761,0.046978,0.05764,0.005827,0.00786,0.010103,0.354583,0.410605,0.439938,0.24164,0.285857,0.311434,0.097519,0.118306,0.13786,0.033887,0.043515,0.052857,0.448739,0.511963,0.533668,0.359494,0.421854,0.446573,0.230502,0.271675,0.294659,0.131588,0.153317,0.171123,0.543414,0.601389,0.61103,0.43504,0.50012,0.521901,0.316443,0.369686,0.392072,0.181797,0.236663,0.24332
0.527993,0.438307,0.492758,0.344004,0.327284,0.33526,0.058055,0.057497,0.057764,0.003359,0.003461,0.003509,0.633367,0.628672,0.631616,0.54009,0.537663,0.538112,0.268394,0.2691,0.269934,0.076253,0.07826,0.079653,0.767348,0.759922,0.751925,0.673864,0.668099,0.662931,0.498779,0.49948,0.500594,0.329472,0.338642,0.341092,0.837979,0.830493,0.819561,0.748731,0.739596,0.730012,0.572158,0.571917,0.571161,0.406793,0.442486,0.428436
0.567349,0.421614,0.405051,0.376807,0.299682,0.283803,0.052855,0.04342,0.042538,0.001664,0.001377,0.001438,0.627619,0.551763,0.508749,0.531661,0.479385,0.445697,0.218742,0.201799,0.194224,0.036916,0.035077,0.034862,0.751229,0.715024,0.6675,0.653447,0.621932,0.589567,0.50619,0.480318,0.472048,0.299109,0.289439,0.282601,0.844764,0.823594,0.775594,0.723451,0.698774,0.670622,0.564692,0.542627,0.537576,0.407968,0.428111,0.399482
0.337423,0.300695,0.299521,0.250427,0.241243,0.226234,0.078696,0.077123,0.070639,0.006763,0.006668,0.005864,0.404422,0.392152,0.370956,0.344936,0.338478,0.315804,0.183442,0.182783,0.169789,0.056877,0.056817,0.052741,0.51633,0.514669,0.49081,0.463224,0.458528,0.434483,0.34498,0.344828,0.331372,0.210506,0.21402,0.205179,0.592296,0.597219,0.574522,0.530109,0.529963,0.506209,0.412684,0.415965,0.402282,0.252189,0.306358,0.264692
0.531975,0.451043,0.512079,0.291836,0.281312,0.289427,0.037777,0.038285,0.03853,0.001691,0.001664,0.001683,0.656476,0.681855,0.695114,0.535996,0.555914,0.558186,0.224345,0.231697,0.228911,0.054479,0.05589,0.054284,0.79272,0.831836,0.850986,0.718312,0.747981,0.752,0.542514,0.561299,0.548994,0.344931,0.36092,0.343553,0.840314,0.880684,0.900693,0.774926,0.808819,0.82038,0.615777,0.63864,0.625315,0.433627,0.485319,0.446422
0.322622,0.181833,0.241575,0.144376,0.123774,0.115463,0.009473,0.008804,0.007804,8.3E-05,7.9E-05,7.3E-05,0.38552,0.366059,0.320802,0.306497,0.292669,0.257745,0.098037,0.094426,0.085038,0.009752,0.009574,0.008812,0.499925,0.474307,0.400444,0.412277,0.396108,0.345043,0.286145,0.278801,0.250976,0.138019,0.136746,0.123135,0.599895,0.55921,0.46035,0.4834,0.455675,0.382091,0.336588,0.327422,0.288093,0.192913,0.225185,0.180929
0.404601,0.333712,0.371502,0.225382,0.213258,0.219123,0.028771,0.029002,0.030552,0.001388,0.001425,0.001585,0.511927,0.512287,0.526897,0.402962,0.412486,0.432435,0.156819,0.164446,0.177244,0.036318,0.039135,0.043117,0.631933,0.65026,0.680208,0.528781,0.552541,0.588864,0.366192,0.391873,0.422632,0.208915,0.229953,0.247937,0.72078,0.753348,0.785483,0.598196,0.632324,0.668317,0.428394,0.465015,0.498984,0.272304,0.333012,0.339065
0.442506,0.363476,0.422906,0.237203,0.231294,0.241225,0.028244,0.028826,0.029665,0.000585,0.000597,0.000607,0.598875,0.605329,0.608636,0.454528,0.462218,0.464361,0.156761,0.159851,0.160467,0.027854,0.028533,0.028486,0.793882,0.804639,0.806918,0.685299,0.694704,0.692841,0.440463,0.448107,0.446642,0.219742,0.227286,0.225461,0.878241,0.888256,0.892524,0.779114,0.788346,0.789023,0.534929,0.547984,0.546412,0.298225,0.344696,0.321781
0.389803,0.31802,0.325461,0.499725,0.480139,0.474895,0.685227,0.676152,0.627336,0.831476,0.827946,0.724437,0.256514,0.246193,0.258444,0.398686,0.387084,0.3979,0.580056,0.572425,0.558076,0.706528,0.703199,0.655069,0.064959,0.06497,0.071473,0.201342,0.200299,0.216202,0.421103,0.417122,0.434814,0.530812,0.531306,0.548945,0.004518,0.004648,0.00521,0.061157,0.061256,0.068292,0.291313,0.292059,0.317009,0.42189,0.447141,0.474916
0.34525,0.299503,0.309046,0.467255,0.453303,0.453307,0.669339,0.657117,0.61054,0.805631,0.796782,0.706185,0.236068,0.234775,0.251134,0.378971,0.371321,0.387804,0.562425,0.552273,0.537639,0.680942,0.674404,0.630512,0.061176,0.062908,0.068845,0.197266,0.19797,0.210875,0.419963,0.414274,0.42379,0.50739,0.505541,0.516275,0.00407,0.00432,0.004733,0.05877,0.059509,0.06549,0.290741,0.291661,0.316197,0.401086,0.416317,0.44531
0.455643,0.329367,0.41484,0.215172,0.20413,0.213725,0.015149,0.015353,0.015773,0.000252,0.000257,0.00027,0.601285,0.60818,0.615381,0.453555,0.46127,0.466663,0.139281,0.142502,0.14711,0.020566,0.021239,0.022514,0.745785,0.766553,0.775386,0.644998,0.660832,0.66964,0.417181,0.430684,0.444195,0.221277,0.235541,0.244298,0.806726,0.832167,0.842585,0.713281,0.736217,0.747284,0.496532,0.520024,0.532416,0.309447,0.364499,0.355258
0.342257,0.049885,0.215564,0.074124,0.052373,0.057291,0.002273,0.002026,0.001979,2.7E-05,2.4E-05,2.6E-05,0.431518,0.391304,0.405946,0.246519,0.233429,0.227562,0.038758,0.036804,0.035937,0.003165,0.002973,0.00311,0.669032,0.655999,0.640306,0.508599,0.498738,0.486429,0.22859,0.226083,0.220314,0.065032,0.065241,0.063514,0.774312,0.766323,0.750921,0.623709,0.623066,0.611428,0.341022,0.349952,0.338967,0.120957,0.160603,0.133251
0.345067,0.132552,0.24193,0.095629,0.075455,0.073315,0.004373,0.003793,0.003435,4.6E-05,4.9E-05,5.1E-05,0.44872,0.411487,0.4121,0.270539,0.256874,0.245487,0.053225,0.051849,0.05029,0.003939,0.004144,0.004226,0.635691,0.621557,0.605998,0.479966,0.484059,0.477253,0.254333,0.258384,0.256967,0.080146,0.079762,0.077178,0.746508,0.733998,0.720065,0.590394,0.593418,0.587242,0.370335,0.381638,0.372583,0.13885,0.197111,0.152987
0.438913,0.300399,0.233886,0.253812,0.194385,0.13901,0.048902,0.039482,0.028616,0.003189,0.002681,0.002113,0.615798,0.522243,0.421799,0.415731,0.354173,0.283925,0.126927,0.110301,0.086276,0.024945,0.022015,0.017071,0.834909,0.786066,0.71132,0.683097,0.635339,0.567193,0.367169,0.33763,0.290789,0.165436,0.15355,0.126144,0.902022,0.882525,0.842495,0.811598,0.784196,0.742507,0.517598,0.500935,0.457598,0.211559,0.281917,0.20337
0.000648,0.000775,0.000731,0.027528,0.033137,0.032681,0.230682,0.273013,0.290972,0.318935,0.371437,0.436032,0.022489,0.026659,0.023039,0.151092,0.175046,0.162018,0.376234,0.430048,0.413759,0.425904,0.483607,0.490477,0.193305,0.227918,0.19127,0.380839,0.432181,0.3871,0.51297,0.565968,0.517458,0.570752,0.622241,0.587781,0.296541,0.382603,0.270408,0.450266,0.508999,0.450297,0.579848,0.625766,0.568838,0.643222,0.689742,0.644867
0.384054,0.368672,0.30248,0.262347,0.288495,0.20709,0.076292,0.093779,0.056212,0.007138,0.009737,0.004786,0.437746,0.455776,0.370208,0.342753,0.377973,0.293501,0.175243,0.213952,0.142879,0.059895,0.082393,0.052348,0.544551,0.55371,0.476876,0.465367,0.489168,0.412228,0.314071,0.35989,0.279868,0.189914,0.260426,0.18991,0.626819,0.634955,0.567241,0.548017,0.566643,0.50193,0.396212,0.443797,0.373056,0.232415,0.336356,0.251706
0.766713,0.780296,0.720016,0.689221,0.703309,0.646099,0.557823,0.566628,0.513002,0.356734,0.303394,0.374057,0.685521,0.698246,0.635712,0.624317,0.640601,0.57814,0.450642,0.463501,0.406093,0.19798,0.203807,0.173009,0.548103,0.547718,0.457916,0.461533,0.467373,0.389279,0.159813,0.163576,0.134257,0.021636,0.022741,0.01683,0.452051,0.445051,0.31615,0.318265,0.317874,0.237098,0.047717,0.048572,0.036414,0.000708,0.000736,0.000539
0.627671,0.521558,0.56292,0.377761,0.358727,0.357144,0.057203,0.05736,0.054346,0.004247,0.004357,0.003713,0.757601,0.755557,0.745809,0.612378,0.617474,0.605312,0.278638,0.283456,0.269964,0.070127,0.072035,0.066764,0.847761,0.85358,0.8519,0.758419,0.764567,0.758788,0.555459,0.563633,0.547721,0.327019,0.344204,0.328047,0.881326,0.893679,0.898217,0.82769,0.831266,0.828826,0.661775,0.674225,0.663825,0.384351,0.482931,0.431587
0.571833,0.456753,0.469043,0.375157,0.326357,0.310657,0.046405,0.042854,0.039742,0.000896,0.000884,0.000849,0.623905,0.60902,0.58655,0.548126,0.54355,0.526792,0.238556,0.242028,0.239821,0.033446,0.036926,0.038998,0.689506,0.7045,0.700763,0.634198,0.65214,0.653339,0.509272,0.533105,0.543274,0.275043,0.313491,0.320071,0.731518,0.762108,0.769168,0.671411,0.702272,0.714084,0.568906,0.603289,0.619543,0.383323,0.4894,0.465579
0.39477,0.341052,0.248375,0.268398,0.241768,0.174434,0.065768,0.058941,0.040072,0.005927,0.00495,0.003086,0.482608,0.436301,0.330737,0.35364,0.320446,0.238172,0.176702,0.1626,0.113518,0.058235,0.053717,0.035546,0.66843,0.609028,0.482387,0.514061,0.467268,0.359575,0.338786,0.310625,0.226069,0.228914,0.212358,0.149861,0.768397,0.704296,0.569259,0.630253,0.572727,0.45027,0.423789,0.387939,0.292968,0.276201,0.27713,0.207547
0.162156,0.320908,0.322542,0.103976,0.19949,0.209013,0.012491,0.031364,0.031238,0.000337,0.001465,0.001122,0.407267,0.515217,0.527009,0.313711,0.414939,0.42251,0.098176,0.137861,0.137765,0.01,0.014957,0.01432,0.676068,0.73883,0.741679,0.589306,0.66469,0.668051,0.401478,0.463323,0.466081,0.14999,0.158224,0.15751,0.78345,0.827421,0.826921,0.700427,0.757917,0.760852,0.555749,0.611259,0.621075,0.404112,0.268439,0.332078
0.447724,0.416574,0.413475,0.271308,0.283295,0.252922,0.034144,0.037512,0.031357,0.001242,0.001396,0.001123,0.512054,0.549495,0.503223,0.432096,0.468406,0.423019,0.194963,0.215151,0.190366,0.052951,0.059652,0.05235,0.60445,0.639742,0.59462,0.529427,0.568519,0.52223,0.404369,0.446946,0.405993,0.285582,0.322505,0.28649,0.670076,0.707871,0.666997,0.571464,0.611942,0.56827,0.442768,0.490818,0.446785,0.34461,0.405259,0.35011
0.470105,0.366833,0.373279,0.227782,0.204826,0.186284,0.022646,0.022238,0.016037,0.002071,0.002032,0.001159,0.584668,0.563752,0.521497,0.453152,0.440149,0.407287,0.124658,0.124209,0.113133,0.018452,0.019379,0.017647,0.710808,0.700245,0.669583,0.628658,0.615688,0.58602,0.418739,0.415929,0.397259,0.192982,0.20055,0.187922,0.793474,0.790547,0.779797,0.686361,0.68371,0.670759,0.507659,0.511146,0.49207,0.289245,0.341307,0.295283
0.3923,0.244197,0.200242,0.212202,0.158568,0.113147,0.036601,0.028081,0.020858,0.002593,0.001867,0.001542,0.555742,0.465611,0.389707,0.38026,0.324306,0.265357,0.102309,0.087088,0.070528,0.017145,0.014431,0.012041,0.792961,0.749431,0.692677,0.668216,0.622496,0.561505,0.351129,0.323184,0.283487,0.139697,0.13013,0.10785,0.894071,0.875032,0.843794,0.800392,0.773457,0.732855,0.518735,0.494906,0.444319,0.235714,0.271094,0.198678
0.459139,0.387474,0.382618,0.243464,0.229168,0.201053,0.035298,0.035551,0.027679,0.003447,0.003497,0.001788,0.588833,0.576524,0.537589,0.443984,0.439015,0.403981,0.149255,0.15085,0.130968,0.033999,0.034519,0.023179,0.74808,0.744038,0.711941,0.645741,0.640456,0.608779,0.446342,0.444045,0.41341,0.228104,0.229655,0.197771,0.826293,0.824142,0.804555,0.708072,0.705542,0.684553,0.532022,0.531596,0.497804,0.328885,0.377549,0.306981
0.395681,0.256403,0.230895,0.256401,0.178838,0.150012,0.046568,0.033831,0.027141,0.003053,0.002373,0.001736,0.542601,0.454351,0.405097,0.427902,0.35891,0.321888,0.145189,0.123251,0.108819,0.027603,0.024359,0.019443,0.712556,0.665083,0.639635,0.639787,0.584829,0.556079,0.379312,0.345041,0.323374,0.129399,0.120452,0.099639,0.804037,0.780046,0.782475,0.73282,0.696702,0.685228,0.527577,0.505416,0.488001,0.161037,0.250186,0.177786
0.413058,0.378462,0.36236,0.486507,0.468771,0.470233,0.612752,0.604767,0.63471,0.72414,0.721936,0.763488,0.271457,0.260497,0.250118,0.39056,0.380225,0.382571,0.519292,0.508835,0.52767,0.598194,0.589824,0.615295,0.038837,0.039115,0.037067,0.153928,0.154267,0.150323,0.353428,0.346666,0.348704,0.435301,0.426935,0.434606,0.002877,0.003018,0.002787,0.041971,0.042827,0.040811,0.198607,0.201812,0.19679,0.25828,0.304992,0.303627
0.477689,0.385474,0.383118,0.261717,0.239245,0.207673,0.037359,0.034746,0.024862,0.003357,0.003196,0.001538,0.598007,0.582283,0.545468,0.47064,0.459923,0.421282,0.162243,0.15603,0.1312,0.02971,0.02916,0.02073,0.738172,0.737382,0.72297,0.640094,0.635414,0.610034,0.445642,0.438953,0.404324,0.212123,0.215132,0.185016,0.836896,0.838954,0.825194,0.724462,0.719439,0.691375,0.550322,0.545784,0.504245,0.320833,0.381156,0.304798
